Id,Creation Time,Owner,Tags,Running Time,logs/seed,logs/company,logs/imputation,logs/missingness,logs/smape (last),properties/data
EX4-445,2021-08-04 21:29:38,mavantwout,"[""3D-prediction"",""single_run"",""seed1"",""20-step-ahead"",""shifted30"",""presence"",""20-predictions"",""4-year""]",327.717,1,KO,forwardfill,90,0.006013989440013386,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-444,2021-08-04 21:29:37,mavantwout,"[""seed1"",""shifted30"",""single_run"",""3D-prediction"",""4-year"",""20-predictions"",""20-step-ahead"",""presence""]",312.294,1,KO,linearfit260,90,0.006007668996679592,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-443,2021-08-04 21:29:03,mavantwout,"[""20-predictions"",""presence"",""4-year"",""20-step-ahead"",""seed1"",""shifted30"",""3D-prediction"",""single_run""]",281.158,1,KO,meanlast260,90,0.007488598044231409,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-442,2021-08-04 21:29:01,mavantwout,"[""time-lag"",""20-predictions"",""20-step-ahead"",""seed1"",""single_run"",""4-year"",""shifted30"",""3D-prediction""]",321.582,1,KO,forwardfill,90,0.007360724603868596,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-441,2021-08-04 21:28:58,mavantwout,"[""time-lag"",""seed1"",""20-predictions"",""4-year"",""single_run"",""20-step-ahead"",""3D-prediction"",""shifted30""]",316.945,1,KO,linearfit260,90,0.005976579817374568,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-440,2021-08-04 21:28:57,mavantwout,"[""7D-prediction"",""20-predictions"",""presence"",""single_run"",""seed2"",""4-year"",""shifted30"",""20-step-ahead""]",317.837,2,KO,5_imputations_combined,985,0.031521653992170974,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-439,2021-08-04 21:28:56,mavantwout,"[""20-step-ahead"",""time-lag"",""4-year"",""single_run"",""3D-prediction"",""seed1"",""20-predictions"",""shifted30""]",316.849,1,KO,globalmean,90,0.006740731833898494,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-438,2021-08-04 21:28:54,mavantwout,"[""4-year"",""time-lag"",""20-predictions"",""3D-prediction"",""seed1"",""20-step-ahead"",""shifted30"",""single_run""]",316.737,1,KO,cubicfit260,90,0.006716798535804158,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-437,2021-08-04 21:28:53,mavantwout,"[""4-year"",""single_run"",""3D-prediction"",""seed1"",""shifted30"",""20-predictions"",""20-step-ahead"",""presence""]",271.302,1,KO,globalmean,90,0.00610042277079256,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-436,2021-08-04 21:28:52,mavantwout,"[""20-step-ahead"",""3D-prediction"",""seed1"",""time-lag"",""single_run"",""20-predictions"",""shifted30"",""4-year""]",306.643,1,KO,meanlast260,90,0.014522134700562381,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-435,2021-08-04 21:28:27,mavantwout,"[""shifted30"",""7D-prediction"",""single_run"",""20-predictions"",""20-step-ahead"",""seed2"",""4-year"",""presence""]",313.79,2,KO,5_imputations_combined,90,0.006713671940948613,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-434,2021-08-04 21:28:19,mavantwout,"[""single_run"",""4-year"",""7D-prediction"",""shifted30"",""seed1"",""20-predictions"",""time-lag"",""20-step-ahead""]",356.864,1,KO,5_imputations_combined,985,0.013013474901908947,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-433,2021-08-04 21:28:19,mavantwout,"[""seed1"",""20-step-ahead"",""20-predictions"",""4-year"",""shifted30"",""time-lag"",""7D-prediction"",""single_run""]",356.746,1,KO,5_imputations_combined,90,0.006193724575545715,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-432,2021-08-04 21:28:10,mavantwout,"[""3D-prediction"",""4-year"",""20-step-ahead"",""presence"",""single_run"",""20-predictions"",""seed0"",""shifted30""]",328.177,0,KO,linearfit260,985,0.03264928312148872,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-431,2021-08-04 21:28:02,mavantwout,"[""7D-prediction"",""shifted30"",""20-step-ahead"",""4-year"",""presence"",""seed2"",""20-predictions"",""single_run""]",311.744,2,KO,5_imputations_combined,33,0.006457789496517043,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-430,2021-08-04 21:27:49,mavantwout,"[""3D-prediction"",""time-lag"",""shifted30"",""4-year"",""20-predictions"",""single_run"",""seed1"",""20-step-ahead""]",327.359,1,KO,linearfit260,33,0.006007673917012878,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-429,2021-08-04 21:27:48,mavantwout,"[""3D-prediction"",""4-year"",""shifted30"",""20-predictions"",""seed1"",""time-lag"",""20-step-ahead"",""single_run""]",316.744,1,KO,meanlast260,33,0.00631200056348218,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-428,2021-08-04 21:27:44,mavantwout,"[""20-predictions"",""seed1"",""4-year"",""single_run"",""3D-prediction"",""20-step-ahead"",""shifted30"",""time-lag""]",312.914,1,KO,forwardfill,33,0.02078582800723854,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-427,2021-08-04 21:27:44,mavantwout,"[""shifted30"",""20-step-ahead"",""seed1"",""4-year"",""3D-prediction"",""single_run"",""presence"",""20-predictions""]",317.792,1,KO,cubicfit260,33,0.022069039541357992,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-426,2021-08-04 21:27:39,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""seed1"",""3D-prediction"",""time-lag"",""20-predictions"",""shifted30""]",321.965,1,KO,cubicfit260,33,0.00597673513869925,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-425,2021-08-04 21:27:34,mavantwout,"[""shifted30"",""4-year"",""presence"",""seed1"",""3D-prediction"",""20-predictions"",""20-step-ahead"",""single_run""]",347.538,1,KO,forwardfill,33,0.025002167723890974,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-424,2021-08-04 21:27:28,mavantwout,"[""20-predictions"",""shifted30"",""3D-prediction"",""4-year"",""single_run"",""seed1"",""presence"",""20-step-ahead""]",342.048,1,KO,meanlast260,33,0.025002227747222088,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-423,2021-08-04 21:27:27,mavantwout,"[""4-year"",""20-step-ahead"",""single_run"",""20-predictions"",""seed1"",""3D-prediction"",""shifted30"",""presence""]",342.372,1,KO,linearfit260,33,0.02916970636125537,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-422,2021-08-04 21:27:27,mavantwout,"[""seed1"",""20-step-ahead"",""shifted30"",""3D-prediction"",""presence"",""single_run"",""4-year"",""20-predictions""]",337.526,1,KO,globalmean,33,0.025002167723890974,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-421,2021-08-04 21:25:32,mavantwout,"[""20-predictions"",""time-lag"",""4-year"",""single_run"",""20-step-ahead"",""seed1"",""shifted30"",""7D-prediction""]",321.264,1,KO,5_imputations_combined,33,0.005922597753599385,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-419,2021-08-04 21:25:14,mavantwout,"[""4-year"",""single_run"",""20-step-ahead"",""presence"",""3D-prediction"",""20-predictions"",""shifted30"",""seed0""]",286.379,0,KO,forwardfill,985,0.03264930694525265,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-418,2021-08-04 21:25:13,mavantwout,"[""presence"",""single_run"",""4-year"",""20-step-ahead"",""3D-prediction"",""seed0"",""shifted30"",""20-predictions""]",271.66,0,KO,globalmean,985,0.006007666536512904,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-417,2021-08-04 21:24:18,mavantwout,"[""20-predictions"",""single_run"",""seed0"",""4-year"",""3D-prediction"",""shifted30"",""presence"",""20-step-ahead""]",333.482,0,KO,cubicfit260,90,0.006201795970494603,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-416,2021-08-04 21:24:18,mavantwout,"[""seed0"",""shifted30"",""single_run"",""3D-prediction"",""4-year"",""20-predictions"",""20-step-ahead"",""presence""]",318.454,0,KO,linearfit260,90,0.007757424919422519,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-415,2021-08-04 21:24:17,mavantwout,"[""20-predictions"",""presence"",""4-year"",""seed0"",""20-step-ahead"",""shifted30"",""3D-prediction"",""single_run""]",286.119,0,KO,meanlast260,90,0.007437662435880894,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-414,2021-08-04 21:24:17,mavantwout,"[""4-year"",""single_run"",""3D-prediction"",""shifted30"",""20-predictions"",""20-step-ahead"",""seed0"",""presence""]",271.239,0,KO,globalmean,90,0.007019983943131023,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-413,2021-08-04 21:24:12,mavantwout,"[""3D-prediction"",""seed0"",""single_run"",""20-step-ahead"",""shifted30"",""presence"",""20-predictions"",""4-year""]",326.494,0,KO,forwardfill,90,0.008983299345075128,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-412,2021-08-04 21:23:34,mavantwout,"[""seed1"",""7D-prediction"",""20-predictions"",""presence"",""single_run"",""4-year"",""shifted30"",""20-step-ahead""]",322.691,1,KO,5_imputations_combined,985,0.03894304838603711,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-411,2021-08-04 21:23:33,mavantwout,"[""time-lag"",""seed0"",""20-predictions"",""20-step-ahead"",""single_run"",""4-year"",""shifted30"",""3D-prediction""]",323.164,0,KO,forwardfill,90,0.0060075681298201716,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-410,2021-08-04 21:23:33,mavantwout,"[""20-step-ahead"",""time-lag"",""seed0"",""4-year"",""single_run"",""3D-prediction"",""20-predictions"",""shifted30""]",323.079,0,KO,globalmean,90,0.006216976785751617,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-409,2021-08-04 21:23:33,mavantwout,"[""20-step-ahead"",""3D-prediction"",""time-lag"",""single_run"",""20-predictions"",""shifted30"",""4-year"",""seed0""]",313.259,0,KO,meanlast260,90,0.041114921975565544,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-408,2021-08-04 21:23:32,mavantwout,"[""seed0"",""4-year"",""time-lag"",""20-predictions"",""3D-prediction"",""20-step-ahead"",""shifted30"",""single_run""]",321.551,0,KO,cubicfit260,90,0.04695344005558993,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-407,2021-08-04 21:23:32,mavantwout,"[""time-lag"",""20-predictions"",""4-year"",""single_run"",""seed0"",""20-step-ahead"",""3D-prediction"",""shifted30""]",322.415,0,KO,linearfit260,90,0.007373985876201009,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-406,2021-08-04 21:23:15,mavantwout,"[""shifted30"",""7D-prediction"",""seed1"",""single_run"",""20-predictions"",""20-step-ahead"",""4-year"",""presence""]",311.278,1,KO,5_imputations_combined,90,0.006370113704852745,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-405,2021-08-04 21:22:48,mavantwout,"[""seed1"",""7D-prediction"",""shifted30"",""20-step-ahead"",""4-year"",""presence"",""20-predictions"",""single_run""]",312.804,1,KO,5_imputations_combined,33,0.014522123173683404,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-403,2021-08-04 21:22:22,mavantwout,"[""3D-prediction"",""seed0"",""4-year"",""shifted30"",""20-predictions"",""time-lag"",""20-step-ahead"",""single_run""]",321.605,0,KO,meanlast260,33,0.00677466258496273,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-402,2021-08-04 21:22:20,mavantwout,"[""20-predictions"",""seed0"",""4-year"",""single_run"",""3D-prediction"",""20-step-ahead"",""shifted30"",""time-lag""]",322.581,0,KO,forwardfill,33,0.0066350228208110346,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-401,2021-08-04 21:22:17,mavantwout,"[""single_run"",""4-year"",""seed0"",""20-step-ahead"",""3D-prediction"",""time-lag"",""20-predictions"",""shifted30""]",321.609,0,KO,cubicfit260,33,0.00660580393304922,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-400,2021-08-04 21:22:17,mavantwout,"[""3D-prediction"",""time-lag"",""shifted30"",""4-year"",""20-predictions"",""single_run"",""seed0"",""20-step-ahead""]",332.256,0,KO,linearfit260,33,0.03922603674729868,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-399,2021-08-04 21:22:12,mavantwout,"[""single_run"",""4-year"",""7D-prediction"",""shifted30"",""20-predictions"",""time-lag"",""20-step-ahead"",""seed0""]",366.532,0,KO,5_imputations_combined,985,0.005937732173781693,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-398,2021-08-04 21:22:12,mavantwout,"[""20-step-ahead"",""20-predictions"",""4-year"",""shifted30"",""time-lag"",""seed0"",""7D-prediction"",""single_run""]",366.527,0,KO,5_imputations_combined,90,0.006378133333931499,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-397,2021-08-04 21:22:12,mavantwout,"[""seed0"",""shifted30"",""20-step-ahead"",""4-year"",""3D-prediction"",""single_run"",""presence"",""20-predictions""]",326.762,0,KO,cubicfit260,33,0.030531765842197613,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-396,2021-08-04 21:21:41,mavantwout,"[""shifted30"",""4-year"",""presence"",""3D-prediction"",""20-predictions"",""seed0"",""20-step-ahead"",""single_run""]",352.937,0,KO,forwardfill,33,0.0067487587341901936,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-395,2021-08-04 21:21:41,mavantwout,"[""20-predictions"",""shifted30"",""3D-prediction"",""seed0"",""4-year"",""single_run"",""presence"",""20-step-ahead""]",347.03,0,KO,meanlast260,33,0.024099965215608955,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-394,2021-08-04 21:21:41,mavantwout,"[""seed0"",""4-year"",""20-step-ahead"",""single_run"",""20-predictions"",""3D-prediction"",""shifted30"",""presence""]",342.455,0,KO,linearfit260,33,0.01116418005096932,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-393,2021-08-04 21:21:41,mavantwout,"[""seed0"",""20-step-ahead"",""shifted30"",""3D-prediction"",""presence"",""single_run"",""4-year"",""20-predictions""]",341.452,0,KO,globalmean,33,0.02500231177987952,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-392,2021-08-04 21:20:04,mavantwout,"[""20-predictions"",""time-lag"",""4-year"",""single_run"",""20-step-ahead"",""seed0"",""shifted30"",""7D-prediction""]",327.456,0,KO,5_imputations_combined,33,0.0061291071490173574,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-390,2021-08-04 21:18:11,mavantwout,"[""7D-prediction"",""20-predictions"",""presence"",""single_run"",""4-year"",""seed0"",""shifted30"",""20-step-ahead""]",322.364,0,KO,5_imputations_combined,985,0.008095129365845746,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX4-389,2021-08-04 21:17:57,mavantwout,"[""shifted30"",""7D-prediction"",""seed0"",""single_run"",""20-predictions"",""20-step-ahead"",""4-year"",""presence""]",312.997,0,KO,5_imputations_combined,90,0.0059769650394343714,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX4-388,2021-08-04 21:17:24,mavantwout,"[""7D-prediction"",""shifted30"",""20-step-ahead"",""4-year"",""presence"",""20-predictions"",""single_run"",""seed0""]",323.216,0,KO,5_imputations_combined,33,0.007631484157014179,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX4-387,2021-08-04 18:37:15,mavantwout,"[""shifted30"",""seed4"",""20-step-ahead"",""4-year"",""time-lag"",""single_run"",""3D-prediction"",""20-predictions""]",92.934,4,MSFT,cubicfit260,33,0.025584447269464967,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-386,2021-08-04 18:37:01,mavantwout,"[""20-predictions"",""4-year"",""seed4"",""20-step-ahead"",""time-lag"",""shifted30"",""single_run"",""3D-prediction""]",101.091,4,MSFT,linearfit260,33,0.020870926884140155,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-385,2021-08-04 18:35:43,mavantwout,"[""shifted30"",""seed3"",""20-step-ahead"",""4-year"",""time-lag"",""single_run"",""3D-prediction"",""20-predictions""]",91.886,3,MSFT,cubicfit260,33,0.027957780089530992,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-384,2021-08-04 18:35:19,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""time-lag"",""seed3"",""shifted30"",""single_run"",""3D-prediction""]",101.363,3,MSFT,linearfit260,33,0.027540871368769086,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-383,2021-08-04 18:34:11,mavantwout,"[""shifted30"",""20-step-ahead"",""seed2"",""4-year"",""time-lag"",""single_run"",""3D-prediction"",""20-predictions""]",91.317,2,MSFT,cubicfit260,33,0.025217983341198475,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-382,2021-08-04 18:33:46,mavantwout,"[""time-lag"",""shifted30"",""seed4"",""20-step-ahead"",""4-year"",""3D-prediction"",""single_run"",""20-predictions""]",91.047,4,MSFT,globalmean,33,0.027272361504069993,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-381,2021-08-04 18:33:35,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""time-lag"",""shifted30"",""single_run"",""3D-prediction"",""seed2""]",103.149,2,MSFT,linearfit260,33,0.033848377257400954,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-380,2021-08-04 18:32:39,mavantwout,"[""shifted30"",""20-step-ahead"",""4-year"",""time-lag"",""single_run"",""3D-prediction"",""20-predictions"",""seed1""]",92.011,1,MSFT,cubicfit260,33,0.02805829680800035,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-379,2021-08-04 18:32:15,mavantwout,"[""time-lag"",""shifted30"",""20-step-ahead"",""seed3"",""4-year"",""3D-prediction"",""single_run"",""20-predictions""]",91.145,3,MSFT,globalmean,33,0.027624863212825968,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-378,2021-08-04 18:31:52,mavantwout,"[""seed1"",""20-predictions"",""4-year"",""20-step-ahead"",""time-lag"",""shifted30"",""single_run"",""3D-prediction""]",101.11,1,MSFT,linearfit260,33,0.03133916822747798,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-377,2021-08-04 18:30:58,mavantwout,"[""shifted30"",""20-step-ahead"",""4-year"",""time-lag"",""single_run"",""3D-prediction"",""20-predictions"",""seed0""]",96.098,0,MSFT,cubicfit260,33,0.028433500504197025,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-376,2021-08-04 18:30:43,mavantwout,"[""seed2"",""time-lag"",""shifted30"",""20-step-ahead"",""4-year"",""3D-prediction"",""single_run"",""20-predictions""]",91.233,2,MSFT,globalmean,33,0.031290419463037115,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-375,2021-08-04 18:30:05,mavantwout,"[""20-predictions"",""4-year"",""seed0"",""20-step-ahead"",""time-lag"",""shifted30"",""single_run"",""3D-prediction""]",106.439,0,MSFT,linearfit260,33,0.02213357014571014,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-373,2021-08-04 18:29:10,mavantwout,"[""time-lag"",""shifted30"",""20-step-ahead"",""4-year"",""seed1"",""3D-prediction"",""single_run"",""20-predictions""]",91.703,1,MSFT,globalmean,33,0.03139176875063533,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-371,2021-08-04 18:28:09,mavantwout,"[""single_run"",""shifted30"",""3D-prediction"",""20-step-ahead"",""4-year"",""seed4"",""20-predictions"",""time-lag""]",101.146,4,MSFT,forwardfill,33,0.015913710843153645,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-370,2021-08-04 18:27:33,mavantwout,"[""time-lag"",""shifted30"",""20-step-ahead"",""seed0"",""4-year"",""3D-prediction"",""single_run"",""20-predictions""]",96.507,0,MSFT,globalmean,33,0.030057119138947423,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-369,2021-08-04 18:26:27,mavantwout,"[""single_run"",""shifted30"",""seed3"",""3D-prediction"",""20-step-ahead"",""4-year"",""20-predictions"",""time-lag""]",96.543,3,MSFT,forwardfill,33,0.020716596285827903,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-368,2021-08-04 18:24:44,mavantwout,"[""single_run"",""shifted30"",""3D-prediction"",""20-step-ahead"",""4-year"",""seed2"",""20-predictions"",""time-lag""]",102.032,2,MSFT,forwardfill,33,0.02674613967837224,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-367,2021-08-04 18:23:02,mavantwout,"[""single_run"",""shifted30"",""3D-prediction"",""seed1"",""20-step-ahead"",""4-year"",""20-predictions"",""time-lag""]",101.355,1,MSFT,forwardfill,33,0.02870497097348403,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-366,2021-08-04 18:21:15,mavantwout,"[""single_run"",""shifted30"",""3D-prediction"",""seed0"",""20-step-ahead"",""4-year"",""20-predictions"",""time-lag""]",106.835,0,MSFT,forwardfill,33,0.030128076220989293,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-365,2021-08-04 18:18:50,mavantwout,"[""presence"",""20-step-ahead"",""3D-prediction"",""single_run"",""seed4"",""4-year"",""shifted30"",""20-predictions""]",101.936,4,MSFT,cubicfit260,33,0.037615311307139694,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-364,2021-08-04 18:17:08,mavantwout,"[""presence"",""20-step-ahead"",""3D-prediction"",""single_run"",""seed3"",""4-year"",""shifted30"",""20-predictions""]",96.694,3,MSFT,cubicfit260,33,0.031155766366204006,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-363,2021-08-04 18:15:31,mavantwout,"[""presence"",""20-step-ahead"",""3D-prediction"",""single_run"",""4-year"",""seed2"",""shifted30"",""20-predictions""]",96.2,2,MSFT,cubicfit260,33,0.09431693968607507,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-362,2021-08-04 18:13:54,mavantwout,"[""seed1"",""presence"",""20-step-ahead"",""3D-prediction"",""single_run"",""4-year"",""shifted30"",""20-predictions""]",96.487,1,MSFT,cubicfit260,33,0.0214008711219651,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-361,2021-08-04 18:12:12,mavantwout,"[""presence"",""20-step-ahead"",""3D-prediction"",""single_run"",""4-year"",""shifted30"",""20-predictions"",""seed0""]",101.176,0,MSFT,cubicfit260,33,0.027263875909156264,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-360,2021-08-04 18:10:00,mavantwout,"[""20-predictions"",""3D-prediction"",""seed4"",""presence"",""4-year"",""20-step-ahead"",""single_run"",""shifted30""]",96.184,4,MSFT,linearfit260,33,0.02545086710078152,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-359,2021-08-04 18:08:22,mavantwout,"[""20-predictions"",""3D-prediction"",""seed3"",""presence"",""4-year"",""20-step-ahead"",""single_run"",""shifted30""]",96.939,3,MSFT,linearfit260,33,0.029799252369494305,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-358,2021-08-04 18:06:40,mavantwout,"[""20-predictions"",""3D-prediction"",""seed2"",""presence"",""4-year"",""20-step-ahead"",""single_run"",""shifted30""]",101.672,2,MSFT,linearfit260,33,0.027374193182996033,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-357,2021-08-04 18:04:58,mavantwout,"[""20-predictions"",""3D-prediction"",""seed1"",""presence"",""4-year"",""20-step-ahead"",""single_run"",""shifted30""]",101.699,1,MSFT,linearfit260,33,0.026873906248510722,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
