Id,Creation Time,Owner,Tags,Running Time,logs/seed,logs/company,logs/imputation,logs/missingness,logs/smape (last),properties/data
EX4-356,2021-08-04 18:03:11,mavantwout,"[""20-predictions"",""seed0"",""3D-prediction"",""presence"",""4-year"",""20-step-ahead"",""single_run"",""shifted30""]",106.251,0,MSFT,linearfit260,33,0.028735421439740248,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-355,2021-08-04 18:00:51,mavantwout,"[""4-year"",""3D-prediction"",""20-step-ahead"",""20-predictions"",""shifted30"",""seed4"",""presence"",""single_run""]",101.601,4,MSFT,meanlast260,33,0.0292720351835849,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-354,2021-08-04 17:59:09,mavantwout,"[""4-year"",""3D-prediction"",""20-step-ahead"",""seed3"",""20-predictions"",""shifted30"",""presence"",""single_run""]",101.415,3,MSFT,meanlast260,33,0.032371272086404786,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-353,2021-08-04 17:57:27,mavantwout,"[""4-year"",""3D-prediction"",""20-step-ahead"",""20-predictions"",""shifted30"",""presence"",""single_run"",""seed2""]",101.649,2,MSFT,meanlast260,33,0.02921038210579998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-352,2021-08-04 17:55:50,mavantwout,"[""4-year"",""3D-prediction"",""20-step-ahead"",""20-predictions"",""shifted30"",""seed1"",""presence"",""single_run""]",96.169,1,MSFT,meanlast260,33,0.025791748993380038,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-351,2021-08-04 17:54:08,mavantwout,"[""4-year"",""3D-prediction"",""20-step-ahead"",""seed0"",""20-predictions"",""shifted30"",""presence"",""single_run""]",101.549,0,MSFT,meanlast260,33,0.02538528667774889,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-350,2021-08-04 17:51:45,mavantwout,"[""presence"",""20-predictions"",""20-step-ahead"",""single_run"",""3D-prediction"",""shifted30"",""4-year"",""seed4""]",96.734,4,MSFT,globalmean,33,0.03008143301075476,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-349,2021-08-04 17:50:03,mavantwout,"[""presence"",""20-predictions"",""seed3"",""20-step-ahead"",""single_run"",""3D-prediction"",""shifted30"",""4-year""]",96.506,3,MSFT,globalmean,33,0.03585830684148885,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-348,2021-08-04 17:48:26,mavantwout,"[""presence"",""20-predictions"",""20-step-ahead"",""single_run"",""3D-prediction"",""shifted30"",""4-year"",""seed2""]",96.328,2,MSFT,globalmean,33,0.06391816089746304,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-347,2021-08-04 17:46:50,mavantwout,"[""presence"",""20-predictions"",""20-step-ahead"",""single_run"",""3D-prediction"",""shifted30"",""4-year"",""seed1""]",96.102,1,MSFT,globalmean,33,0.029973387004779556,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-346,2021-08-04 17:45:07,mavantwout,"[""presence"",""20-predictions"",""seed0"",""20-step-ahead"",""single_run"",""3D-prediction"",""shifted30"",""4-year""]",101.863,0,MSFT,globalmean,33,0.028488800718988294,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-345,2021-08-04 17:43:06,mavantwout,"[""3D-prediction"",""presence"",""single_run"",""20-step-ahead"",""20-predictions"",""shifted30"",""seed4"",""4-year""]",96.465,4,MSFT,forwardfill,33,0.011519109334493294,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-344,2021-08-04 17:41:29,mavantwout,"[""3D-prediction"",""presence"",""single_run"",""20-step-ahead"",""20-predictions"",""shifted30"",""4-year"",""seed3""]",96.265,3,MSFT,forwardfill,33,0.025251569824415083,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-343,2021-08-04 17:39:53,mavantwout,"[""3D-prediction"",""presence"",""single_run"",""20-step-ahead"",""20-predictions"",""shifted30"",""4-year"",""seed2""]",96.278,2,MSFT,forwardfill,33,0.042773154900957774,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-342,2021-08-04 17:38:15,mavantwout,"[""3D-prediction"",""seed1"",""presence"",""single_run"",""20-step-ahead"",""20-predictions"",""shifted30"",""4-year""]",97.436,1,MSFT,forwardfill,33,0.027550500963713132,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-341,2021-08-04 17:36:32,mavantwout,"[""3D-prediction"",""presence"",""single_run"",""seed0"",""20-step-ahead"",""20-predictions"",""shifted30"",""4-year""]",101.902,0,MSFT,forwardfill,33,0.019537823560950955,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-340,2021-08-04 17:34:39,mavantwout,"[""single_run"",""20-predictions"",""presence"",""3D-prediction"",""seed0"",""20-step-ahead"",""shifted30"",""4-year""]",1.662,,,,,,
EX4-339,2021-08-04 17:32:21,mavantwout,"[""shifted30"",""single_run"",""20-step-ahead"",""20-predictions"",""seed4"",""4-year"",""3D-prediction"",""presence""]",96.445,4,MSFT,linearfit260,90,0.022701673605661055,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-338,2021-08-04 17:30:44,mavantwout,"[""shifted30"",""single_run"",""seed3"",""20-step-ahead"",""20-predictions"",""4-year"",""3D-prediction"",""presence""]",96.503,3,MSFT,linearfit260,90,0.025880006950894836,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-337,2021-08-04 17:29:02,mavantwout,"[""shifted30"",""single_run"",""seed2"",""20-step-ahead"",""20-predictions"",""4-year"",""3D-prediction"",""presence""]",101.272,2,MSFT,linearfit260,90,0.023152072588436275,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-336,2021-08-04 17:27:20,mavantwout,"[""shifted30"",""single_run"",""seed1"",""20-step-ahead"",""20-predictions"",""4-year"",""3D-prediction"",""presence""]",101.794,1,MSFT,linearfit260,90,0.024047547418731142,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-335,2021-08-04 17:25:33,mavantwout,"[""shifted30"",""single_run"",""20-step-ahead"",""seed0"",""20-predictions"",""4-year"",""3D-prediction"",""presence""]",106.216,0,MSFT,linearfit260,90,0.029935972022416924,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-334,2021-08-04 17:23:12,mavantwout,"[""presence"",""seed4"",""shifted30"",""4-year"",""3D-prediction"",""20-step-ahead"",""single_run"",""20-predictions""]",101.271,4,MSFT,meanlast260,90,0.06696793346620926,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-333,2021-08-04 17:21:29,mavantwout,"[""presence"",""shifted30"",""4-year"",""3D-prediction"",""20-step-ahead"",""seed3"",""single_run"",""20-predictions""]",101.649,3,MSFT,meanlast260,90,0.026148516231597675,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-332,2021-08-04 17:19:52,mavantwout,"[""seed2"",""presence"",""shifted30"",""4-year"",""3D-prediction"",""20-step-ahead"",""single_run"",""20-predictions""]",96.766,2,MSFT,meanlast260,90,0.024794882215826645,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-331,2021-08-04 17:18:11,mavantwout,"[""presence"",""seed1"",""shifted30"",""4-year"",""3D-prediction"",""20-step-ahead"",""single_run"",""20-predictions""]",96.292,1,MSFT,meanlast260,90,0.026114581912606627,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-330,2021-08-04 17:16:23,mavantwout,"[""presence"",""shifted30"",""4-year"",""3D-prediction"",""seed0"",""20-step-ahead"",""single_run"",""20-predictions""]",106.855,0,MSFT,meanlast260,90,0.023193094053295567,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-329,2021-08-04 17:14:09,mavantwout,"[""4-year"",""seed4"",""20-predictions"",""presence"",""20-step-ahead"",""3D-prediction"",""shifted30"",""single_run""]",101.894,4,MSFT,globalmean,90,0.027572115053714957,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-328,2021-08-04 17:12:26,mavantwout,"[""4-year"",""20-predictions"",""presence"",""20-step-ahead"",""seed3"",""3D-prediction"",""shifted30"",""single_run""]",101.787,3,MSFT,globalmean,90,0.024988103961677655,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-327,2021-08-04 17:10:44,mavantwout,"[""4-year"",""20-predictions"",""seed2"",""presence"",""20-step-ahead"",""3D-prediction"",""shifted30"",""single_run""]",101.899,2,MSFT,globalmean,90,0.023686137100387222,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-326,2021-08-04 17:09:01,mavantwout,"[""4-year"",""20-predictions"",""presence"",""20-step-ahead"",""seed1"",""3D-prediction"",""shifted30"",""single_run""]",101.844,1,MSFT,globalmean,90,0.02844833851371643,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-325,2021-08-04 17:07:14,mavantwout,"[""4-year"",""seed0"",""20-predictions"",""presence"",""20-step-ahead"",""3D-prediction"",""shifted30"",""single_run""]",106.444,0,MSFT,globalmean,90,0.024694761977744055,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-324,2021-08-04 17:04:55,mavantwout,"[""presence"",""3D-prediction"",""seed4"",""single_run"",""20-predictions"",""shifted30"",""4-year"",""20-step-ahead""]",101.271,4,MSFT,forwardfill,90,0.018285077245391208,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-323,2021-08-04 17:03:13,mavantwout,"[""presence"",""3D-prediction"",""single_run"",""20-predictions"",""shifted30"",""seed3"",""4-year"",""20-step-ahead""]",101.528,3,MSFT,forwardfill,90,0.01562470430552966,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-322,2021-08-04 17:01:31,mavantwout,"[""presence"",""3D-prediction"",""single_run"",""seed2"",""20-predictions"",""shifted30"",""4-year"",""20-step-ahead""]",101.268,2,MSFT,forwardfill,90,0.01822032351544063,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-321,2021-08-04 16:59:50,mavantwout,"[""presence"",""3D-prediction"",""single_run"",""20-predictions"",""shifted30"",""seed1"",""4-year"",""20-step-ahead""]",101.267,1,MSFT,forwardfill,90,0.04429753993146672,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-320,2021-08-04 16:58:03,mavantwout,"[""seed0"",""presence"",""3D-prediction"",""single_run"",""20-predictions"",""shifted30"",""4-year"",""20-step-ahead""]",106.28,0,MSFT,forwardfill,90,0.019046602152831542,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-319,2021-08-04 16:55:32,mavantwout,"[""presence"",""seed4"",""shifted30"",""4-year"",""20-step-ahead"",""single_run"",""7D-prediction"",""20-predictions""]",101.173,4,MSFT,5_imputations_combined,985,0.02113700696940498,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-318,2021-08-04 16:53:50,mavantwout,"[""presence"",""shifted30"",""4-year"",""20-step-ahead"",""single_run"",""7D-prediction"",""seed3"",""20-predictions""]",101.15,3,MSFT,5_imputations_combined,985,0.020991256631096432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-317,2021-08-04 16:52:03,mavantwout,"[""presence"",""shifted30"",""4-year"",""20-step-ahead"",""single_run"",""seed2"",""7D-prediction"",""20-predictions""]",101.838,2,MSFT,5_imputations_combined,985,0.020491523222453546,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-316,2021-08-04 16:50:17,mavantwout,"[""presence"",""shifted30"",""4-year"",""seed1"",""20-step-ahead"",""single_run"",""7D-prediction"",""20-predictions""]",114.904,1,MSFT,5_imputations_combined,985,0.021172105782474998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-315,2021-08-04 16:48:25,mavantwout,"[""presence"",""seed0"",""shifted30"",""4-year"",""20-step-ahead"",""single_run"",""7D-prediction"",""20-predictions""]",106.945,0,MSFT,5_imputations_combined,985,0.0326528558769196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-314,2021-08-04 16:46:09,mavantwout,"[""single_run"",""20-predictions"",""presence"",""seed4"",""20-step-ahead"",""4-year"",""shifted30"",""7D-prediction""]",106.366,4,MSFT,5_imputations_combined,985,0.02113700696940498,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-313,2021-08-04 16:44:22,mavantwout,"[""single_run"",""20-predictions"",""presence"",""seed3"",""20-step-ahead"",""4-year"",""shifted30"",""7D-prediction""]",106.352,3,MSFT,5_imputations_combined,985,0.020991256631096432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-312,2021-08-04 16:42:33,mavantwout,"[""single_run"",""20-predictions"",""presence"",""seed2"",""20-step-ahead"",""4-year"",""shifted30"",""7D-prediction""]",107.914,2,MSFT,5_imputations_combined,985,0.020491523222453546,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-311,2021-08-04 16:40:46,mavantwout,"[""single_run"",""20-predictions"",""presence"",""20-step-ahead"",""4-year"",""shifted30"",""7D-prediction"",""seed1""]",106.427,1,MSFT,5_imputations_combined,985,0.021172105782474998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-310,2021-08-04 16:38:54,mavantwout,"[""single_run"",""20-predictions"",""presence"",""seed0"",""20-step-ahead"",""4-year"",""shifted30"",""7D-prediction""]",111.504,0,MSFT,5_imputations_combined,985,0.0326528558769196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-309,2021-08-04 16:36:24,mavantwout,"[""presence"",""seed4"",""7D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""4-year"",""20-predictions""]",113.447,4,MSFT,5_imputations_combined,985,0.02113700696940498,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-308,2021-08-04 16:34:33,mavantwout,"[""presence"",""7D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""seed3"",""4-year"",""20-predictions""]",110.161,3,MSFT,5_imputations_combined,985,0.020991256631096432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-307,2021-08-04 16:32:45,mavantwout,"[""presence"",""7D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""4-year"",""seed2"",""20-predictions""]",107.513,2,MSFT,5_imputations_combined,985,0.020491523222453546,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-306,2021-08-04 16:30:56,mavantwout,"[""presence"",""seed1"",""7D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""4-year"",""20-predictions""]",106.345,1,MSFT,5_imputations_combined,985,0.021172105782474998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-305,2021-08-04 16:29:04,mavantwout,"[""presence"",""7D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""seed0"",""4-year"",""20-predictions""]",111.528,0,MSFT,5_imputations_combined,985,0.0326528558769196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-304,2021-08-04 16:26:39,mavantwout,"[""shifted30"",""20-step-ahead"",""7D-prediction"",""4-year"",""single_run"",""20-predictions"",""presence"",""seed4""]",112.09,4,MSFT,5_imputations_combined,985,0.02113700696940498,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-303,2021-08-04 16:24:51,mavantwout,"[""shifted30"",""20-step-ahead"",""7D-prediction"",""4-year"",""single_run"",""seed3"",""20-predictions"",""presence""]",106.837,3,MSFT,5_imputations_combined,985,0.020991256631096432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-302,2021-08-04 16:23:04,mavantwout,"[""shifted30"",""20-step-ahead"",""7D-prediction"",""seed2"",""4-year"",""single_run"",""20-predictions"",""presence""]",106.412,2,MSFT,5_imputations_combined,985,0.020491523222453546,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-301,2021-08-04 16:21:17,mavantwout,"[""shifted30"",""20-step-ahead"",""7D-prediction"",""seed1"",""4-year"",""single_run"",""20-predictions"",""presence""]",106.716,1,MSFT,5_imputations_combined,985,0.021172105782474998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-300,2021-08-04 16:19:23,mavantwout,"[""shifted30"",""20-step-ahead"",""7D-prediction"",""4-year"",""single_run"",""seed0"",""20-predictions"",""presence""]",111.768,0,MSFT,5_imputations_combined,985,0.0326528558769196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-299,2021-08-04 16:16:51,mavantwout,"[""single_run"",""7D-prediction"",""seed4"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""4-year""]",106.876,4,MSFT,5_imputations_combined,985,0.02113700696940498,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-298,2021-08-04 16:15:09,mavantwout,"[""single_run"",""7D-prediction"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""seed3"",""4-year""]",101.456,3,MSFT,5_imputations_combined,985,0.020991256631096432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-297,2021-08-04 16:13:27,mavantwout,"[""single_run"",""seed2"",""7D-prediction"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""4-year""]",101.391,2,MSFT,5_imputations_combined,985,0.020491523222453546,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-296,2021-08-04 16:11:40,mavantwout,"[""seed1"",""single_run"",""7D-prediction"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""4-year""]",106.453,1,MSFT,5_imputations_combined,985,0.021172105782474998,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-295,2021-08-04 16:09:48,mavantwout,"[""seed0"",""single_run"",""7D-prediction"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""4-year""]",111.883,0,MSFT,5_imputations_combined,985,0.0326528558769196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-294,2021-08-04 16:07:23,mavantwout,"[""time-lag"",""3D-prediction"",""seed4"",""20-predictions"",""20-step-ahead"",""single_run"",""shifted30"",""4-year""]",101.393,4,MSFT,meanlast260,985,0.026397789759077105,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-293,2021-08-04 16:07:14,mavantwout,"[""time-lag"",""20-predictions"",""20-step-ahead"",""shifted30"",""single_run"",""3D-prediction"",""4-year"",""seed4""]",91.589,4,MSFT,cubicfit260,985,0.01778858805882464,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-292,2021-08-04 16:07:06,mavantwout,"[""20-step-ahead"",""single_run"",""shifted30"",""time-lag"",""4-year"",""3D-prediction"",""20-predictions"",""seed4""]",101.759,4,MSFT,linearfit260,985,0.017293353726224446,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-291,2021-08-04 16:06:36,mavantwout,"[""shifted30"",""7D-prediction"",""4-year"",""single_run"",""20-step-ahead"",""20-predictions"",""seed4"",""time-lag""]",96.199,4,MSFT,5_imputations_combined,33,0.020496987098078984,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-290,2021-08-04 16:06:36,mavantwout,"[""presence"",""single_run"",""seed4"",""20-predictions"",""shifted30"",""7D-prediction"",""20-step-ahead"",""4-year""]",96.328,4,MSFT,5_imputations_combined,985,0.021044044831008003,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-289,2021-08-04 16:06:36,mavantwout,"[""seed4"",""20-step-ahead"",""single_run"",""shifted30"",""20-predictions"",""presence"",""7D-prediction"",""4-year""]",96.215,4,MSFT,5_imputations_combined,90,0.019571262825299914,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-288,2021-08-04 16:06:32,mavantwout,"[""single_run"",""20-predictions"",""presence"",""20-step-ahead"",""shifted30"",""4-year"",""seed4"",""7D-prediction""]",91.272,4,MSFT,5_imputations_combined,33,0.018927435035621214,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX4-287,2021-08-04 16:06:20,mavantwout,"[""4-year"",""20-predictions"",""3D-prediction"",""seed4"",""single_run"",""shifted30"",""time-lag"",""20-step-ahead""]",91.22,4,MSFT,globalmean,985,0.026750868694388547,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-286,2021-08-04 16:06:16,mavantwout,"[""time-lag"",""seed4"",""20-predictions"",""3D-prediction"",""shifted30"",""4-year"",""20-step-ahead"",""single_run""]",91.608,4,MSFT,forwardfill,90,0.022461233069580748,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-285,2021-08-04 16:06:15,mavantwout,"[""3D-prediction"",""4-year"",""single_run"",""seed4"",""shifted30"",""time-lag"",""20-step-ahead"",""20-predictions""]",91.885,4,MSFT,globalmean,90,0.0255763726247221,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-284,2021-08-04 16:06:09,mavantwout,"[""7D-prediction"",""shifted30"",""20-predictions"",""4-year"",""20-step-ahead"",""single_run"",""time-lag"",""seed4""]",86.802,4,MSFT,5_imputations_combined,90,0.021113820049627762,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-283,2021-08-04 16:06:07,mavantwout,"[""time-lag"",""single_run"",""20-step-ahead"",""seed4"",""4-year"",""shifted30"",""20-predictions"",""7D-prediction""]",86.295,4,MSFT,5_imputations_combined,90,0.021113820049627762,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-282,2021-08-04 16:06:00,mavantwout,"[""time-lag"",""seed4"",""4-year"",""shifted30"",""single_run"",""20-predictions"",""7D-prediction"",""20-step-ahead""]",96.389,4,MSFT,5_imputations_combined,90,0.021113820049627762,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-281,2021-08-04 16:05:44,mavantwout,"[""shifted30"",""4-year"",""3D-prediction"",""20-step-ahead"",""time-lag"",""20-predictions"",""single_run"",""seed4""]",87.013,4,MSFT,forwardfill,985,0.017742209108555902,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-280,2021-08-04 16:05:43,mavantwout,"[""time-lag"",""20-predictions"",""20-step-ahead"",""shifted30"",""seed3"",""single_run"",""3D-prediction"",""4-year""]",91.424,3,MSFT,cubicfit260,985,0.016443153069061696,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-279,2021-08-04 16:05:40,mavantwout,"[""single_run"",""20-predictions"",""shifted30"",""seed4"",""7D-prediction"",""4-year"",""20-step-ahead"",""time-lag""]",91.441,4,MSFT,5_imputations_combined,90,0.021113820049627762,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-278,2021-08-04 16:05:40,mavantwout,"[""time-lag"",""3D-prediction"",""seed3"",""20-predictions"",""20-step-ahead"",""single_run"",""shifted30"",""4-year""]",102.694,3,MSFT,meanlast260,985,0.02126259279308453,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-277,2021-08-04 16:05:40,mavantwout,"[""seed4"",""4-year"",""single_run"",""20-step-ahead"",""time-lag"",""20-predictions"",""shifted30"",""7D-prediction""]",91.713,4,MSFT,5_imputations_combined,985,0.01665233262032044,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX4-276,2021-08-04 16:05:39,mavantwout,"[""20-predictions"",""seed4"",""shifted30"",""20-step-ahead"",""single_run"",""4-year"",""3D-prediction"",""time-lag""]",81.318,4,MSFT,cubicfit260,90,0.026542736095052966,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-275,2021-08-04 16:05:34,mavantwout,"[""shifted30"",""4-year"",""20-predictions"",""single_run"",""seed4"",""time-lag"",""20-step-ahead"",""3D-prediction""]",81.907,4,MSFT,meanlast260,90,0.02515545963572428,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX4-274,2021-08-04 16:05:29,mavantwout,"[""20-step-ahead"",""single_run"",""shifted30"",""time-lag"",""4-year"",""3D-prediction"",""20-predictions"",""seed3""]",96.313,3,MSFT,linearfit260,985,0.019649203886482842,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
