Id,Creation Time,Owner,Tags,Running Time,logs/smape (average),logs/company,logs/imputation,logs/seed
EX5-58,2021-08-04 15:02:12,mavantwout,"[""seed4"",""time-lag"",""7D-prediction"",""4-year"",""single_run"",""20-step-ahead"",""20-predictions"",""quarterly""]",1091.907,0.013206401040840485,AAPL,linearfit260,4
EX5-57,2021-08-04 14:59:54,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""20-step-ahead"",""quarterly"",""seed4"",""single_run"",""7D-prediction""]",1061.473,0.02128295523554643,AAPL,meanlast260,4
EX5-56,2021-08-04 14:59:30,mavantwout,"[""time-lag"",""4-year"",""seed4"",""20-predictions"",""quarterly"",""7D-prediction"",""20-step-ahead"",""single_run""]",1127.439,0.025963471248353555,AAPL,globalmean,4
EX5-55,2021-08-04 14:56:50,mavantwout,"[""20-predictions"",""seed4"",""presence"",""7D-prediction"",""20-step-ahead"",""4-year"",""quarterly"",""single_run""]",1091.747,0.031051205599783395,AAPL,cubicfit260,4
EX5-54,2021-08-04 14:54:32,mavantwout,"[""time-lag"",""seed4"",""20-predictions"",""7D-prediction"",""20-step-ahead"",""4-year"",""single_run"",""quarterly""]",1021.531,0.03423946167179243,AAPL,forwardfill,4
EX5-53,2021-08-04 14:53:06,mavantwout,"[""4-year"",""7D-prediction"",""quarterly"",""presence"",""20-predictions"",""seed4"",""single_run"",""20-step-ahead""]",1161.809,0.01430937436656674,AAPL,forwardfill,4
EX5-52,2021-08-04 14:52:20,mavantwout,"[""20-step-ahead"",""quarterly"",""4-year"",""presence"",""20-predictions"",""7D-prediction"",""seed4"",""single_run""]",1143.641,0.030871397711730624,AAPL,globalmean,4
EX5-51,2021-08-04 14:51:06,mavantwout,"[""single_run"",""quarterly"",""seed4"",""20-step-ahead"",""7D-prediction"",""4-year"",""presence"",""20-predictions""]",1111.487,0.03412687571162012,AAPL,meanlast260,4
EX5-50,2021-08-04 14:50:27,mavantwout,"[""12D-prediction"",""20-step-ahead"",""time-lag"",""4-year"",""20-predictions"",""quarterly"",""single_run"",""seed4""]",1121.462,0.010228494967159295,AAPL,2_imputations_combined,4
EX5-49,2021-08-04 14:48:41,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""12D-prediction"",""seed4"",""quarterly"",""single_run"",""presence""]",1121.283,0.012564603849262798,AAPL,2_imputations_combined,4
EX5-48,2021-08-04 14:46:54,mavantwout,"[""20-step-ahead"",""time-lag"",""seed3"",""7D-prediction"",""quarterly"",""20-predictions"",""4-year"",""single_run""]",1116.272,0.035685964338007754,AAPL,cubicfit260,3
EX5-47,2021-08-04 14:45:57,mavantwout,"[""4-year"",""7D-prediction"",""presence"",""20-predictions"",""single_run"",""quarterly"",""20-step-ahead"",""seed3""]",1246.324,0.010214577394486436,AAPL,linearfit260,3
EX5-46,2021-08-04 14:43:59,mavantwout,"[""time-lag"",""7D-prediction"",""4-year"",""single_run"",""20-step-ahead"",""20-predictions"",""quarterly"",""seed3""]",1091.854,0.015337749995145283,AAPL,linearfit260,3
EX5-45,2021-08-04 14:41:52,mavantwout,"[""time-lag"",""seed3"",""4-year"",""20-predictions"",""20-step-ahead"",""quarterly"",""single_run"",""7D-prediction""]",1081.39,0.016213592021062227,AAPL,meanlast260,3
EX5-44,2021-08-04 14:40:48,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""quarterly"",""7D-prediction"",""seed3"",""20-step-ahead"",""single_run""]",1121.372,0.025283779068990986,AAPL,globalmean,3
EX5-43,2021-08-04 14:38:38,mavantwout,"[""20-predictions"",""presence"",""7D-prediction"",""20-step-ahead"",""4-year"",""seed3"",""quarterly"",""single_run""]",1091.646,0.0356324848301088,AAPL,cubicfit260,3
EX5-42,2021-08-04 14:37:14,mavantwout,"[""time-lag"",""20-predictions"",""7D-prediction"",""20-step-ahead"",""4-year"",""single_run"",""seed3"",""quarterly""]",1036.507,0.04056390165127803,AAPL,forwardfill,3
EX5-41,2021-08-04 14:33:50,mavantwout,"[""4-year"",""7D-prediction"",""quarterly"",""presence"",""20-predictions"",""seed3"",""single_run"",""20-step-ahead""]",1156.341,0.015941614980447515,AAPL,forwardfill,3
EX5-40,2021-08-04 14:33:18,mavantwout,"[""20-step-ahead"",""quarterly"",""4-year"",""presence"",""20-predictions"",""seed3"",""7D-prediction"",""single_run""]",1141.415,0.03047878189924026,AAPL,globalmean,3
EX5-39,2021-08-04 14:32:34,mavantwout,"[""single_run"",""seed3"",""quarterly"",""20-step-ahead"",""7D-prediction"",""4-year"",""presence"",""20-predictions""]",1111.867,0.030317162152571214,AAPL,meanlast260,3
EX5-38,2021-08-04 14:31:29,mavantwout,"[""12D-prediction"",""20-step-ahead"",""time-lag"",""4-year"",""20-predictions"",""quarterly"",""single_run"",""seed3""]",1132.731,0.01027375824107741,AAPL,2_imputations_combined,3
EX5-37,2021-08-04 14:29:59,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""12D-prediction"",""quarterly"",""seed3"",""single_run"",""presence""]",1121.117,0.010964597259922137,AAPL,2_imputations_combined,3
EX5-36,2021-08-04 14:28:17,mavantwout,"[""20-step-ahead"",""time-lag"",""seed2"",""7D-prediction"",""quarterly"",""20-predictions"",""4-year"",""single_run""]",1116.609,0.027532663567808008,AAPL,cubicfit260,2
EX5-35,2021-08-04 14:25:47,mavantwout,"[""seed2"",""time-lag"",""7D-prediction"",""4-year"",""single_run"",""20-step-ahead"",""20-predictions"",""quarterly""]",1091.275,0.01342099938951235,AAPL,linearfit260,2
EX5-34,2021-08-04 14:25:10,mavantwout,"[""4-year"",""7D-prediction"",""presence"",""20-predictions"",""single_run"",""quarterly"",""seed2"",""20-step-ahead""]",1246.44,0.011181363648273157,AAPL,linearfit260,2
EX5-33,2021-08-04 14:23:37,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""seed2"",""20-step-ahead"",""quarterly"",""single_run"",""7D-prediction""]",1093.48,0.02091307297191737,AAPL,meanlast260,2
EX5-32,2021-08-04 14:22:21,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""quarterly"",""7D-prediction"",""seed2"",""20-step-ahead"",""single_run""]",1106.256,0.021806737610289825,AAPL,globalmean,2
EX5-31,2021-08-04 14:20:35,mavantwout,"[""20-predictions"",""seed2"",""presence"",""7D-prediction"",""20-step-ahead"",""4-year"",""quarterly"",""single_run""]",1082.529,0.03175199487670657,AAPL,cubicfit260,2
EX5-30,2021-08-04 14:19:57,mavantwout,"[""time-lag"",""20-predictions"",""7D-prediction"",""seed2"",""20-step-ahead"",""4-year"",""single_run"",""quarterly""]",1036.63,0.04344910540831994,AAPL,forwardfill,2
EX5-29,2021-08-04 14:14:28,mavantwout,"[""4-year"",""7D-prediction"",""quarterly"",""presence"",""20-predictions"",""seed2"",""single_run"",""20-step-ahead""]",1161.358,0.020085640633152085,AAPL,forwardfill,2
EX5-28,2021-08-04 14:14:12,mavantwout,"[""20-step-ahead"",""quarterly"",""4-year"",""presence"",""20-predictions"",""7D-prediction"",""single_run"",""seed2""]",1146.208,0.027506826971122694,AAPL,globalmean,2
EX5-27,2021-08-04 14:13:56,mavantwout,"[""single_run"",""quarterly"",""20-step-ahead"",""7D-prediction"",""4-year"",""presence"",""20-predictions"",""seed2""]",1117.058,0.029967193071582417,AAPL,meanlast260,2
EX5-26,2021-08-04 14:12:16,mavantwout,"[""12D-prediction"",""20-step-ahead"",""time-lag"",""4-year"",""20-predictions"",""quarterly"",""single_run"",""seed2""]",1151.603,0.010721614578665868,AAPL,2_imputations_combined,2
EX5-25,2021-08-04 14:11:06,mavantwout,"[""20-predictions"",""4-year"",""seed2"",""20-step-ahead"",""12D-prediction"",""quarterly"",""single_run"",""presence""]",1131.275,0.015027754157103312,AAPL,2_imputations_combined,2
EX5-24,2021-08-04 14:09:30,mavantwout,"[""20-step-ahead"",""seed1"",""time-lag"",""7D-prediction"",""quarterly"",""20-predictions"",""4-year"",""single_run""]",1126.588,0.02420724903790259,AAPL,cubicfit260,1
EX5-23,2021-08-04 14:07:35,mavantwout,"[""time-lag"",""7D-prediction"",""4-year"",""seed1"",""single_run"",""20-step-ahead"",""20-predictions"",""quarterly""]",1091.613,0.011580701225417751,AAPL,linearfit260,1
EX5-22,2021-08-04 14:05:24,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""20-step-ahead"",""quarterly"",""seed1"",""single_run"",""7D-prediction""]",1091.976,0.016287895373241303,AAPL,meanlast260,1
EX5-21,2021-08-04 14:04:08,mavantwout,"[""4-year"",""7D-prediction"",""seed1"",""presence"",""20-predictions"",""single_run"",""quarterly"",""20-step-ahead""]",1261.116,0.010169202446669773,AAPL,linearfit260,1
EX5-20,2021-08-04 14:04:04,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""quarterly"",""7D-prediction"",""20-step-ahead"",""single_run"",""seed1""]",1096.213,0.021637400355983542,AAPL,globalmean,1
EX5-19,2021-08-04 14:02:43,mavantwout,"[""20-predictions"",""seed1"",""presence"",""7D-prediction"",""20-step-ahead"",""4-year"",""quarterly"",""single_run""]",1071.4,0.03221455145779765,AAPL,cubicfit260,1
EX5-18,2021-08-04 14:02:39,mavantwout,"[""time-lag"",""seed1"",""20-predictions"",""7D-prediction"",""20-step-ahead"",""4-year"",""single_run"",""quarterly""]",1037.287,0.04572278575999403,AAPL,forwardfill,1
EX5-17,2021-08-04 13:55:09,mavantwout,"[""single_run"",""quarterly"",""20-step-ahead"",""7D-prediction"",""4-year"",""presence"",""20-predictions"",""seed1""]",1126.325,0.03239613306806746,AAPL,meanlast260,1
EX5-16,2021-08-04 13:55:05,mavantwout,"[""20-step-ahead"",""quarterly"",""4-year"",""presence"",""20-predictions"",""7D-prediction"",""seed1"",""single_run""]",1146.498,0.030145091622476406,AAPL,globalmean,1
EX5-15,2021-08-04 13:55:01,mavantwout,"[""4-year"",""7D-prediction"",""quarterly"",""presence"",""20-predictions"",""seed1"",""single_run"",""20-step-ahead""]",1166.224,0.014571340527185964,AAPL,forwardfill,1
EX5-14,2021-08-04 13:53:09,mavantwout,"[""12D-prediction"",""20-step-ahead"",""time-lag"",""4-year"",""seed1"",""20-predictions"",""quarterly"",""single_run""]",1145.992,0.011216060382084695,AAPL,2_imputations_combined,1
EX5-13,2021-08-04 13:52:19,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""12D-prediction"",""quarterly"",""seed1"",""single_run"",""presence""]",1126.309,0.0138736474310093,AAPL,2_imputations_combined,1
EX5-12,2021-08-04 13:50:37,mavantwout,"[""20-step-ahead"",""seed0"",""time-lag"",""7D-prediction"",""quarterly"",""20-predictions"",""4-year"",""single_run""]",1131.525,0.02785129990281986,AAPL,cubicfit260,0
EX5-11,2021-08-04 13:49:18,mavantwout,"[""time-lag"",""7D-prediction"",""4-year"",""single_run"",""20-step-ahead"",""seed0"",""20-predictions"",""quarterly""]",1092.252,0.009804032379887077,AAPL,linearfit260,0
EX5-10,2021-08-04 13:46:57,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""20-step-ahead"",""quarterly"",""single_run"",""seed0"",""7D-prediction""]",1106.462,0.02325477570750883,AAPL,meanlast260,0
EX5-9,2021-08-04 13:45:37,mavantwout,"[""time-lag"",""4-year"",""20-predictions"",""quarterly"",""7D-prediction"",""seed0"",""20-step-ahead"",""single_run""]",1106.59,0.023548842631780947,AAPL,globalmean,0
EX5-8,2021-08-04 13:45:11,mavantwout,"[""time-lag"",""20-predictions"",""7D-prediction"",""20-step-ahead"",""4-year"",""single_run"",""seed0"",""quarterly""]",1046.592,0.03682834560342636,AAPL,forwardfill,0
EX5-7,2021-08-04 13:44:41,mavantwout,"[""20-predictions"",""presence"",""7D-prediction"",""20-step-ahead"",""4-year"",""seed0"",""quarterly"",""single_run""]",1081.464,0.029830140348504515,AAPL,cubicfit260,0
EX5-6,2021-08-04 13:42:50,mavantwout,"[""4-year"",""7D-prediction"",""seed0"",""presence"",""20-predictions"",""single_run"",""quarterly"",""20-step-ahead""]",1276.312,0.01007445239466791,AAPL,linearfit260,0
EX5-5,2021-08-04 13:36:12,mavantwout,"[""single_run"",""quarterly"",""20-step-ahead"",""seed0"",""7D-prediction"",""4-year"",""presence"",""20-predictions""]",1136.382,0.031420905267390525,AAPL,meanlast260,0
EX5-4,2021-08-04 13:35:38,mavantwout,"[""20-step-ahead"",""seed0"",""quarterly"",""4-year"",""presence"",""20-predictions"",""7D-prediction"",""single_run""]",1166.348,0.02990743090292287,AAPL,globalmean,0
EX5-3,2021-08-04 13:35:18,mavantwout,"[""4-year"",""7D-prediction"",""seed0"",""quarterly"",""presence"",""20-predictions"",""single_run"",""20-step-ahead""]",1181.71,0.01676265875573633,AAPL,forwardfill,0
EX5-2,2021-08-04 13:33:47,mavantwout,"[""12D-prediction"",""20-step-ahead"",""time-lag"",""4-year"",""20-predictions"",""quarterly"",""single_run"",""seed0""]",1161.256,0.009933229047988504,AAPL,2_imputations_combined,0
EX5-1,2021-08-04 13:33:16,mavantwout,"[""20-predictions"",""4-year"",""20-step-ahead"",""12D-prediction"",""quarterly"",""seed0"",""single_run"",""presence""]",1142.062,0.012847420636440721,AAPL,2_imputations_combined,0
