Date,Close,Close_missing98.5
31/03/2017,65.86000061,65.86000061
03/04/2017,65.55000305,
04/04/2017,65.73000336,
05/04/2017,65.55999756,
06/04/2017,65.73000336,
07/04/2017,65.68000031,
10/04/2017,65.52999878,
11/04/2017,65.48000336,
12/04/2017,65.23000336,
13/04/2017,64.94999695,
17/04/2017,65.48000336,
18/04/2017,65.38999939,
19/04/2017,65.04000092,
20/04/2017,65.5,
21/04/2017,66.40000153,
24/04/2017,67.52999878,
25/04/2017,67.91999817,
26/04/2017,67.83000183,
27/04/2017,68.26999664,
28/04/2017,68.45999908,
01/05/2017,69.41000366,
02/05/2017,69.30000305,
03/05/2017,69.08000183,
04/05/2017,68.80999756,
05/05/2017,69,
08/05/2017,68.94000244,
09/05/2017,69.04000092,
10/05/2017,69.30999756,
11/05/2017,68.45999908,
12/05/2017,68.37999725,
15/05/2017,68.43000031,
16/05/2017,69.41000366,
17/05/2017,67.48000336,
18/05/2017,67.70999908,
19/05/2017,67.69000244,
22/05/2017,68.44999695,
23/05/2017,68.68000031,
24/05/2017,68.76999664,
25/05/2017,69.62000275,
26/05/2017,69.95999908,
30/05/2017,70.41000366,
31/05/2017,69.83999634,
01/06/2017,70.09999847,
02/06/2017,71.76000214,
05/06/2017,72.27999878,
06/06/2017,72.51999664,
07/06/2017,72.38999939,
08/06/2017,71.94999695,
09/06/2017,70.31999969,
12/06/2017,69.77999878,
13/06/2017,70.65000153,
14/06/2017,70.26999664,
15/06/2017,69.90000153,
16/06/2017,70,
19/06/2017,70.87000275,
20/06/2017,69.91000366,
21/06/2017,70.26999664,
22/06/2017,70.26000214,
23/06/2017,71.20999908,
26/06/2017,70.52999878,
27/06/2017,69.20999908,
28/06/2017,69.80000305,
29/06/2017,68.48999786,
30/06/2017,68.93000031,
03/07/2017,68.16999817,
05/07/2017,69.08000183,69.08000183
06/07/2017,68.56999969,
07/07/2017,69.45999908,
10/07/2017,69.98000336,
11/07/2017,69.98999786,
12/07/2017,71.15000153,
13/07/2017,71.76999664,
14/07/2017,72.77999878,
17/07/2017,73.34999847,
18/07/2017,73.30000305,
19/07/2017,73.86000061,
20/07/2017,74.22000122,
21/07/2017,73.79000092,
24/07/2017,73.59999847,
25/07/2017,74.19000244,
26/07/2017,74.05000305,
27/07/2017,73.16000366,
28/07/2017,73.04000092,
31/07/2017,72.69999695,
01/08/2017,72.58000183,
02/08/2017,72.26000214,
03/08/2017,72.15000153,
04/08/2017,72.68000031,
07/08/2017,72.40000153,
08/08/2017,72.79000092,
09/08/2017,72.47000122,
10/08/2017,71.41000366,
11/08/2017,72.5,
14/08/2017,73.58999634,
15/08/2017,73.22000122,
16/08/2017,73.65000153,
17/08/2017,72.40000153,
18/08/2017,72.48999786,
21/08/2017,72.15000153,
22/08/2017,73.16000366,
23/08/2017,72.72000122,
24/08/2017,72.69000244,
25/08/2017,72.81999969,
28/08/2017,72.83000183,
29/08/2017,73.05000305,
30/08/2017,74.01000214,
31/08/2017,74.76999664,
01/09/2017,73.94000244,
05/09/2017,73.61000061,
06/09/2017,73.40000153,
07/09/2017,74.33999634,
08/09/2017,73.98000336,
11/09/2017,74.76000214,
12/09/2017,74.68000031,
13/09/2017,75.20999908,
14/09/2017,74.76999664,
15/09/2017,75.30999756,
18/09/2017,75.16000366,
19/09/2017,75.44000244,
20/09/2017,74.94000244,
21/09/2017,74.20999908,
22/09/2017,74.41000366,
25/09/2017,73.26000214,
26/09/2017,73.26000214,
27/09/2017,73.84999847,
28/09/2017,73.87000275,
29/09/2017,74.48999786,
02/10/2017,74.61000061,
03/10/2017,74.26000214,
04/10/2017,74.69000244,
05/10/2017,75.97000122,75.97000122
06/10/2017,76,
09/10/2017,76.29000092,
10/10/2017,76.29000092,
11/10/2017,76.41999817,
12/10/2017,77.12000275,
13/10/2017,77.48999786,
16/10/2017,77.65000153,
17/10/2017,77.58999634,
18/10/2017,77.61000061,
19/10/2017,77.91000366,
20/10/2017,78.80999756,
23/10/2017,78.83000183,
24/10/2017,78.86000061,
