Date,Close,Close_ahead30,Close_ahead30_missing90,Close_ahead30_missing90_imputed
03/01/2017,29.03750038,33.87749863,33.87749863,33.87749863
04/01/2017,29.00499916,33.83750153,,33.87749863
05/01/2017,29.15250015,33.93000031,,33.87749863
06/01/2017,29.47750092,34.17499924,,33.87749863
09/01/2017,29.74749947,34.27750015,,33.87749863
10/01/2017,29.77750015,34.13249969,,33.87749863
11/01/2017,29.9375,34.16500092,,33.87749863
12/01/2017,29.8125,34.23249817,,33.87749863
13/01/2017,29.76000023,34.24750137,,33.87749863
17/01/2017,30,34.94749832,,33.87749863
18/01/2017,29.99749947,34.74000168,34.74000168,34.74000168
19/01/2017,29.94499969,34.94499969,,35.13204852
20/01/2017,30,34.83499908,,35.9161422
23/01/2017,30.02000046,34.88000107,,36.94149548
24/01/2017,29.99250031,34.75,,38.2382658
25/01/2017,30.46999931,34.66999817,,39.83661061
26/01/2017,30.48500061,34.78499985,,41.76668737
27/01/2017,30.48749924,34.79999924,,44.05865351
30/01/2017,30.40749931,34.74750137,,46.7426665
31/01/2017,30.33749962,35.11500168,,49.84888378
01/02/2017,32.1875,35.17250061,35.17250061,35.17250061
02/02/2017,32.13249969,34.99750137,,43.55525648
03/02/2017,32.27000046,35.36500168,,43.37267751
06/02/2017,32.57249832,34.95999908,,42.90921892
07/02/2017,32.88249969,35.35499954,,42.1349757
08/02/2017,33.00999832,35.22999954,,41.02004285
09/02/2017,33.10499954,35.15999985,,39.53451535
10/02/2017,33.02999878,35.22000122,,37.64848819
13/02/2017,33.32249832,35.95000076,,35.33205638
14/02/2017,33.75500107,36.02999878,,32.55531489
15/02/2017,33.87749863,35.98249817,35.98249817,35.98249817
16/02/2017,33.83750153,35.91500092,,31.88498492
17/02/2017,33.93000031,35.92499924,,29.95562924
21/02/2017,34.17499924,36.19250107,,28.01084595
22/02/2017,34.27750015,36.00500107,,26.1052955
23/02/2017,34.13249969,35.91500092,,24.29364139
24/02/2017,34.16500092,35.83499908,,22.6265624
27/02/2017,34.23249817,35.79249954,,21.14584604
28/02/2017,34.24750137,35.40750122,,19.87852687
01/03/2017,34.94749832,35.45000076,,18.83005588
02/03/2017,34.74000168,35.26250076,35.26250076,35.26250076
03/03/2017,34.94499969,35.45750046,,24.62366509
06/03/2017,34.83499908,35.29999924,,25.52341797
07/03/2017,34.88000107,35.16999817,,26.64749464
08/03/2017,34.75,35.61000061,,27.93938208
09/03/2017,34.66999817,35.56750107,,29.34683407
10/03/2017,34.78499985,35.90999985,,30.8370832
13/03/2017,34.79999924,36.13249969,,32.41762427
14/03/2017,34.74750137,35.91999817,,34.16352778
15/03/2017,35.11500168,35.94749832,,36.2522932
16/03/2017,35.17250061,35.91249847,35.91249847,35.91249847
17/03/2017,34.99750137,36.64500046,,39.22105423
20/03/2017,35.36500168,36.87749863,,40.85204554
21/03/2017,34.95999908,36.76499939,,42.36225923
22/03/2017,35.35499954,36.63249969,,43.73116358
23/03/2017,35.22999954,37.24000168,,44.9431215
24/03/2017,35.15999985,38.25249863,,45.98296747
27/03/2017,35.22000122,38.49750137,,46.82846513
28/03/2017,35.95000076,38.31499863,,47.43883479
29/03/2017,36.02999878,38.48749924,,47.73844508
30/03/2017,35.98249817,39.02500153,39.02500153,39.02500153
31/03/2017,35.91500092,38.92499924,,44.08576765
03/04/2017,35.92499924,38.86750031,,43.27619862
04/04/2017,36.19250107,37.5625,,42.33694625
05/04/2017,36.00500107,38.13499832,,41.29599254
06/04/2017,35.91500092,38.26499939,,40.16748069
07/04/2017,35.83499908,38.49750137,,38.94375247
10/04/2017,35.79249954,38.45000076,,37.58602647
11/04/2017,35.40750122,38.33499908,,36.01339322
12/04/2017,35.45000076,38.46749878,,34.08959399
13/04/2017,35.26250076,38.40250015,38.40250015,38.40250015
17/04/2017,35.45750046,38.41749954,,33.42101527
18/04/2017,35.29999924,38.18999863,,32.38740864
19/04/2017,35.16999817,38.29499817,,31.48608661
20/04/2017,35.61000061,38.86249924,,30.74099767
21/04/2017,35.56750107,38.48249817,,30.16927536
24/04/2017,35.90999985,38.61249924,,29.77908424
25/04/2017,36.13249969,38.84249878,,29.56926243
26/04/2017,35.91999817,38.74750137,,29.53334329
27/04/2017,35.94749832,37.24499893,,29.6720953
28/04/2017,35.91249847,36.35499954,36.35499954,36.35499954
01/05/2017,36.64500046,36.64749908,,32.94571692
02/05/2017,36.87749863,36.29000092,,33.86721786
03/05/2017,36.76499939,36.07249832,,34.87735281
04/05/2017,36.63249969,35.56750107,,35.95075019
05/05/2017,37.24000168,36.58499908,,37.06965413
08/05/2017,38.25249863,36.25249863,,38.2293162
09/05/2017,38.49750137,36.46749878,,39.44384727
10/05/2017,38.31499863,36.40750122,,40.75165238
11/05/2017,38.48749924,36.56999969,,42.21886547
12/05/2017,39.02500153,36.45500183,36.45500183,36.45500183
15/05/2017,38.92499924,35.93249893,,41.73668141
16/05/2017,38.86750031,36.45750046,,42.31424989
17/05/2017,37.5625,35.91999817,,42.75587454
18/05/2017,38.13499832,36.00500107,,43.05227976
19/05/2017,38.26499939,35.875,,43.19921676
22/05/2017,38.49750137,36.02249908,,43.19585517
23/05/2017,38.45000076,35.68249893,,43.0402641
24/05/2017,38.33499908,36.04499817,,42.72015867
25/05/2017,38.46749878,36.26499939,,42.19634728
26/05/2017,38.40250015,36.38249969,36.38249969,36.38249969
30/05/2017,38.41749954,36.43500137,,38.87745661
31/05/2017,38.18999863,36.94250107,,37.84974364
01/06/2017,38.29499817,37.25999832,,36.78201682
02/06/2017,38.86249924,37.38999939,,35.69653903
05/06/2017,38.48249817,37.52000046,,34.60950741
06/06/2017,38.61249924,37.75500107,,33.52798562
07/06/2017,38.84249878,37.58499908,,32.44616367
08/06/2017,38.74750137,37.56750107,,31.34090516
09/06/2017,37.24499893,38.02249908,,30.16698395
12/06/2017,36.35499954,38.18500137,38.18500137,38.18500137
13/06/2017,36.64749908,38.36500168,,32.06425969
14/06/2017,36.29000092,37.63999939,,31.94961851
15/06/2017,36.07249832,37.375,,31.97759809
16/06/2017,35.56750107,37.18249893,,32.14743687
19/06/2017,36.58499908,37.51250076,,32.45656748
20/06/2017,36.25249863,39.28499985,,32.90320605
21/06/2017,36.46749878,38.89250183,,33.49105421
22/06/2017,36.40750122,39.09749985,,34.23719855
23/06/2017,36.56999969,39.70249939,,35.18455926
26/06/2017,36.45500183,40.02000046,40.02000046,40.02000046
27/06/2017,35.93249893,40.26499939,,38.61481147
28/06/2017,36.45750046,38.83000183,,39.8084477
29/06/2017,35.91999817,39.36999893,,40.98524067
30/06/2017,36.00500107,39.96250153,,42.12087177
03/07/2017,35.875,40.40000153,,43.1983311
05/07/2017,36.02249908,40.23749924,,44.21107178
06/07/2017,35.68249893,39.46500015,,45.16632762
07/07/2017,36.04499817,39.375,,46.08803036
10/07/2017,36.26499939,39.30250168,,47.01810014
11/07/2017,36.38249969,39.94499969,39.94499969,39.94499969
12/07/2017,36.43500137,39.99499893,,45.08539434
13/07/2017,36.94250107,39.81750107,,44.99619921
14/07/2017,37.25999832,39.96500015,,44.76547838
17/07/2017,37.38999939,40.36750031,,44.40082056
18/07/2017,37.52000046,40.72750092,,43.90849291
19/07/2017,37.75500107,40.83750153,,43.28955398
20/07/2017,37.58499908,41,,42.53412564
21/07/2017,37.56750107,41.01250076,,41.61307149
24/07/2017,38.02249908,40.52000046,,40.46605359
25/07/2017,38.18500137,40.47750092,40.47750092,40.47750092
26/07/2017,38.36500168,40.31499863,,38.8595718
27/07/2017,37.63999939,39.65750122,,37.94048247
28/07/2017,37.375,40.375,,37.07789858
31/07/2017,37.18249893,40.21500015,,36.29115647
01/08/2017,37.51250076,39.91249847,,35.59152737
02/08/2017,39.28499985,39.56999969,,34.97980243
03/08/2017,38.89250183,39.97000122,,34.44422114
04/08/2017,39.09749985,39.66749954,,33.95942728
07/08/2017,39.70249939,39.68249893,,33.48767484
08/08/2017,40.02000046,39.01750183,39.01750183,39.01750183
09/08/2017,40.26499939,38.34749985,,35.4223475
10/08/2017,38.83000183,37.97249985,,35.73734068
11/08/2017,39.36999893,37.63750076,,36.15157574
14/08/2017,39.96250153,38.28499985,,36.65392113
15/08/2017,40.40000153,38.55749893,,37.23582897
16/08/2017,40.23749924,38.31999969,,37.89482422
17/08/2017,39.46500015,38.52999878,,38.63954888
18/08/2017,39.375,38.45249939,,39.4970044
21/08/2017,39.30250168,38.61999893,,40.52277596
22/08/2017,39.94499969,38.36999893,38.36999893,38.36999893
23/08/2017,39.99499893,38.84749985,,41.01175127
24/08/2017,39.81750107,38.82500076,,41.62185405
