Date,Close,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,EnterprisesValueEBITDARatio
2017-03-31,35.915000915527344,"780,814,936,400",17.123,16.026,2.463,44.501
2017-04-03,35.92499923706055,,,,,
2017-04-04,36.192501068115234,,,,,
2017-04-05,36.005001068115234,,,,,
2017-04-06,35.915000915527344,,,,,
2017-04-07,35.834999084472656,,,,,
2017-04-10,35.79249954223633,,,,,
2017-04-11,35.407501220703125,,,,,
2017-04-12,35.45000076293945,,,,,
2017-04-13,35.26250076293945,,,,,
2017-04-17,35.45750045776367,,,,,
2017-04-18,35.29999923706055,,,,,
2017-04-19,35.16999816894531,,,,,
2017-04-20,35.61000061035156,,,,,
2017-04-21,35.567501068115234,,,,,
2017-04-24,35.90999984741211,,,,,
2017-04-25,36.13249969482422,,,,,
2017-04-26,35.91999816894531,,,,,
2017-04-27,35.9474983215332,,,,,
2017-04-28,35.912498474121094,,,,,
2017-05-01,36.64500045776367,,,,,
2017-05-02,36.87749862670898,,,,,
2017-05-03,36.76499938964844,,,,,
2017-05-04,36.63249969482422,,,,,
2017-05-05,37.2400016784668,,,,,
2017-05-08,38.25249862670898,,,,,
2017-05-09,38.497501373291016,,,,,
2017-05-10,38.31499862670898,,,,,
2017-05-11,38.48749923706055,,,,,
2017-05-12,39.025001525878906,,,,,
2017-05-15,38.92499923706055,,,,,
2017-05-16,38.86750030517578,,,,,
2017-05-17,37.5625,,,,,
2017-05-18,38.1349983215332,,,,,
2017-05-19,38.26499938964844,,,,,
2017-05-22,38.497501373291016,,,,,
2017-05-23,38.45000076293945,,,,,
2017-05-24,38.334999084472656,,,,,
2017-05-25,38.46749877929688,,,,,
2017-05-26,38.40250015258789,,,,,
2017-05-30,38.41749954223633,,,,,
2017-05-31,38.18999862670898,,,,,
2017-06-01,38.29499816894531,,,,,
2017-06-02,38.86249923706055,,,,,
2017-06-05,38.48249816894531,,,,,
2017-06-06,38.61249923706055,,,,,
2017-06-07,38.84249877929688,,,,,
2017-06-08,38.747501373291016,,,,,
2017-06-09,37.244998931884766,,,,,
2017-06-12,36.35499954223633,,,,,
2017-06-13,36.647499084472656,,,,,
2017-06-14,36.290000915527344,,,,,
2017-06-15,36.0724983215332,,,,,
2017-06-16,35.567501068115234,,,,,
2017-06-19,36.584999084472656,,,,,
2017-06-20,36.25249862670898,,,,,
2017-06-21,36.46749877929688,,,,,
2017-06-22,36.407501220703125,,,,,
2017-06-23,36.56999969482422,,,,,
2017-06-26,36.45500183105469,,,,,
2017-06-27,35.932498931884766,,,,,
2017-06-28,36.45750045776367,,,,,
