Date,Close,Close_missing98.5,Close_missing98.5_forwardfill,Close_missing98.5_globalmean,Close_missing98.5_meanlast260,Close_missing98.5_linearfit260,Close_missing98.5_cubicfit260
2017-03-31,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-03,65.55000305175781,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-04,65.7300033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-05,65.55999755859375,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-06,65.7300033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-07,65.68000030517578,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-10,65.52999877929688,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-11,65.4800033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-12,65.2300033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-13,64.94999694824219,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-17,65.4800033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-18,65.38999938964844,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-19,65.04000091552734,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-20,65.5,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-21,66.4000015258789,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-24,67.52999877929688,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-25,67.91999816894531,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-26,67.83000183105469,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-27,68.2699966430664,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-04-28,68.45999908447266,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-01,69.41000366210938,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-02,69.30000305175781,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-03,69.08000183105469,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-04,68.80999755859375,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-05,69.0,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-08,68.94000244140625,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-09,69.04000091552734,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-10,69.30999755859375,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-11,68.45999908447266,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-12,68.37999725341797,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-15,68.43000030517578,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-16,69.41000366210938,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-17,67.4800033569336,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-18,67.70999908447266,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-19,67.69000244140625,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-22,68.44999694824219,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-23,68.68000030517578,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-24,68.7699966430664,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-25,69.62000274658203,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-26,69.95999908447266,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-30,70.41000366210938,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-05-31,69.83999633789062,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-01,70.0999984741211,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-02,71.76000213623047,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-05,72.27999877929688,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-06,72.5199966430664,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-07,72.38999938964844,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-08,71.94999694824219,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-09,70.31999969482422,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
2017-06-12,69.77999877929688,,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156
