Id,Creation Time,Owner,Tags,logs/missingness,logs/seed,logs/imputation,logs/company,logs/smape (last),Running Time,properties/data
EX2-116,2021-08-04 15:38:42,mavantwout,"[""2D-prediction"",""single_run"",""20-predictions"",""4-year"",""seed0"",""shifted30"",""20-step-ahead""]",985,0,meanlast260,MSFT,0.024678991363620083,116.235,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-115,2021-08-04 15:38:22,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""single_run"",""20-step-ahead"",""seed3"",""2D-prediction""]",985,3,globalmean,MSFT,0.01967678844538137,106.552,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-114,2021-08-04 15:36:30,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""single_run"",""20-step-ahead"",""seed2"",""2D-prediction""]",985,2,globalmean,MSFT,0.02240478600802904,111.272,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-113,2021-08-04 15:36:13,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction"",""single_run"",""seed4"",""shifted30""]",985,4,forwardfill,MSFT,0.0221379128639052,111.671,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-112,2021-08-04 15:34:38,mavantwout,"[""4-year"",""20-predictions"",""seed1"",""shifted30"",""single_run"",""20-step-ahead"",""2D-prediction""]",985,1,globalmean,MSFT,0.023775656465912506,111.808,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-111,2021-08-04 15:34:22,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction"",""seed3"",""single_run"",""shifted30""]",985,3,forwardfill,MSFT,0.020345444657613947,111.236,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-110,2021-08-04 15:32:41,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""single_run"",""20-step-ahead"",""seed0"",""2D-prediction""]",985,0,globalmean,MSFT,0.15131582293084153,116.711,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-109,2021-08-04 15:32:30,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction"",""single_run"",""seed2"",""shifted30""]",985,2,forwardfill,MSFT,0.021597599012337522,111.316,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-108,2021-08-04 15:30:43,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction"",""single_run"",""seed1"",""shifted30""]",985,1,forwardfill,MSFT,0.023327616371075867,101.846,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-107,2021-08-04 15:28:35,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction"",""seed0"",""single_run"",""shifted30""]",985,0,forwardfill,MSFT,0.023396982682360574,126.706,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-106,2021-08-04 15:10:24,mavantwout,"[""seed4"",""shifted30"",""20-step-ahead"",""4-year"",""6D-prediction"",""single_run"",""20-predictions""]",33,4,5_imputations_combined,MSFT,0.019816813666563172,101.484,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-105,2021-08-04 15:08:42,mavantwout,"[""seed3"",""shifted30"",""20-step-ahead"",""4-year"",""6D-prediction"",""single_run"",""20-predictions""]",33,3,5_imputations_combined,MSFT,0.02278008970087997,101.369,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-104,2021-08-04 15:07:00,mavantwout,"[""shifted30"",""20-step-ahead"",""4-year"",""6D-prediction"",""single_run"",""seed2"",""20-predictions""]",33,2,5_imputations_combined,MSFT,0.022582847704138386,101.579,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-103,2021-08-04 15:05:13,mavantwout,"[""shifted30"",""20-step-ahead"",""4-year"",""6D-prediction"",""single_run"",""seed1"",""20-predictions""]",33,1,5_imputations_combined,MSFT,0.021429875789546183,106.623,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-102,2021-08-04 15:03:16,mavantwout,"[""seed0"",""shifted30"",""20-step-ahead"",""4-year"",""6D-prediction"",""single_run"",""20-predictions""]",33,0,5_imputations_combined,MSFT,0.02372703626652164,112.039,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-101,2021-08-04 14:41:55,mavantwout,"[""6D-prediction"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""seed4"",""4-year""]",90,4,5_imputations_combined,MSFT,0.018260082594657633,91.359,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX2-100,2021-08-04 14:41:17,mavantwout,"[""seed4"",""20-predictions"",""4-year"",""6D-prediction"",""single_run"",""shifted30"",""20-step-ahead""]",985,4,5_imputations_combined,MSFT,0.021022934980300743,91.196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-99,2021-08-04 14:40:23,mavantwout,"[""6D-prediction"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""4-year"",""seed3""]",90,3,5_imputations_combined,MSFT,0.018740094897847955,91.734,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX2-98,2021-08-04 14:39:40,mavantwout,"[""20-predictions"",""4-year"",""6D-prediction"",""single_run"",""seed3"",""shifted30"",""20-step-ahead""]",985,3,5_imputations_combined,MSFT,0.02146594837303057,91.482,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-97,2021-08-04 14:38:51,mavantwout,"[""6D-prediction"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""4-year"",""seed2""]",90,2,5_imputations_combined,MSFT,0.019233585416620545,91.484,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX2-96,2021-08-04 14:38:03,mavantwout,"[""20-predictions"",""4-year"",""6D-prediction"",""single_run"",""seed2"",""shifted30"",""20-step-ahead""]",985,2,5_imputations_combined,MSFT,0.020918148554764152,91.404,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-95,2021-08-04 14:37:19,mavantwout,"[""6D-prediction"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""4-year"",""seed1""]",90,1,5_imputations_combined,MSFT,0.016803792758161136,91.41,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX2-94,2021-08-04 14:36:26,mavantwout,"[""20-predictions"",""seed1"",""4-year"",""6D-prediction"",""single_run"",""shifted30"",""20-step-ahead""]",985,1,5_imputations_combined,MSFT,0.020481313434905907,96.716,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-92,2021-08-04 14:35:41,mavantwout,"[""6D-prediction"",""20-step-ahead"",""20-predictions"",""seed0"",""single_run"",""shifted30"",""4-year""]",90,0,5_imputations_combined,MSFT,0.0540600109995073,96.502,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/MSFT_Shifted_30ahead_m90.csv
EX2-91,2021-08-04 14:34:44,mavantwout,"[""20-predictions"",""4-year"",""6D-prediction"",""single_run"",""seed0"",""shifted30"",""20-step-ahead""]",985,0,5_imputations_combined,MSFT,0.02373243967237543,96.901,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/MSFT_Shifted_30ahead_m985.csv
EX2-90,2021-08-04 12:09:58,mavantwout,"[""seed4"",""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""shifted30"",""single_run""]",985,4,linearfit260,AAPL,0.024320464477765945,1101.3,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-89,2021-08-04 12:09:06,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""seed4"",""shifted30"",""2D-prediction"",""20-step-ahead""]",985,4,globalmean,AAPL,0.028800823120180535,1130.989,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-88,2021-08-04 12:08:48,mavantwout,"[""seed4"",""shifted30"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""single_run"",""4-year""]",985,4,forwardfill,AAPL,0.02116363895092112,1137.654,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-87,2021-08-04 12:06:23,mavantwout,"[""seed4"",""20-step-ahead"",""shifted30"",""single_run"",""2D-prediction"",""20-predictions"",""4-year""]",985,4,meanlast260,AAPL,0.032725301781788806,1072.196,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-86,2021-08-04 12:05:54,mavantwout,"[""seed4"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""6D-prediction"",""shifted30""]",985,4,5_imputations_combined,AAPL,0.010890010740619894,1071.367,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-85,2021-08-04 12:05:30,mavantwout,"[""20-step-ahead"",""single_run"",""seed4"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions""]",985,4,cubicfit260,AAPL,0.022493512707224037,1036.807,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-84,2021-08-04 12:00:47,mavantwout,"[""20-predictions"",""single_run"",""shifted30"",""seed4"",""6D-prediction"",""20-step-ahead"",""4-year""]",90,4,5_imputations_combined,AAPL,0.011372733831202032,1171.107,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-83,2021-08-04 11:58:50,mavantwout,"[""20-predictions"",""shifted30"",""20-step-ahead"",""single_run"",""2D-prediction"",""seed4"",""4-year""]",90,4,forwardfill,AAPL,0.012665257319809827,1096.476,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-82,2021-08-04 11:58:24,mavantwout,"[""seed4"",""4-year"",""shifted30"",""20-predictions"",""single_run"",""2D-prediction"",""20-step-ahead""]",90,4,globalmean,AAPL,0.033249720522175556,1081.855,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-81,2021-08-04 11:57:52,mavantwout,"[""single_run"",""seed4"",""4-year"",""2D-prediction"",""20-step-ahead"",""shifted30"",""20-predictions""]",90,4,cubicfit260,AAPL,0.03209836662034577,1086.222,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-80,2021-08-04 11:57:48,mavantwout,"[""20-step-ahead"",""2D-prediction"",""20-predictions"",""single_run"",""seed4"",""shifted30"",""4-year""]",90,4,linearfit260,AAPL,0.01859377092725689,1091.432,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-79,2021-08-04 11:56:40,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""2D-prediction"",""seed4"",""20-step-ahead"",""single_run""]",90,4,meanlast260,AAPL,0.046495939396402265,1066.558,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-78,2021-08-04 11:51:35,mavantwout,"[""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""seed3"",""shifted30"",""single_run""]",985,3,linearfit260,AAPL,0.022009431092925892,1102.144,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-77,2021-08-04 11:50:18,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction"",""20-step-ahead"",""seed3""]",985,3,globalmean,AAPL,0.030974480698033307,1126.671,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-76,2021-08-04 11:49:35,mavantwout,"[""shifted30"",""20-predictions"",""seed3"",""2D-prediction"",""20-step-ahead"",""single_run"",""4-year""]",985,3,forwardfill,AAPL,0.01823958574907037,1146.622,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-75,2021-08-04 11:48:33,mavantwout,"[""seed3"",""20-step-ahead"",""shifted30"",""single_run"",""2D-prediction"",""20-predictions"",""4-year""]",985,3,meanlast260,AAPL,0.032729437556829354,1069.821,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-74,2021-08-04 11:48:08,mavantwout,"[""20-step-ahead"",""seed3"",""single_run"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions""]",985,3,cubicfit260,AAPL,0.020609018781292836,1041.245,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-73,2021-08-04 11:48:01,mavantwout,"[""seed3"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""6D-prediction"",""shifted30""]",985,3,5_imputations_combined,AAPL,0.011297114615546448,1071.441,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-72,2021-08-04 11:41:10,mavantwout,"[""20-predictions"",""single_run"",""shifted30"",""6D-prediction"",""20-step-ahead"",""4-year"",""seed3""]",90,3,5_imputations_combined,AAPL,0.01279360216786615,1176.538,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-71,2021-08-04 11:41:01,mavantwout,"[""4-year"",""20-predictions"",""2D-prediction"",""seed4"",""20-step-ahead"",""single_run"",""shifted30""]",33,4,cubicfit260,AAPL,0.021676879168818212,1156.266,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-70,2021-08-04 11:40:47,mavantwout,"[""20-predictions"",""shifted30"",""20-step-ahead"",""seed3"",""single_run"",""2D-prediction"",""4-year""]",90,3,forwardfill,AAPL,0.01103567407115266,1081.793,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-69,2021-08-04 11:40:32,mavantwout,"[""4-year"",""shifted30"",""20-predictions"",""single_run"",""seed3"",""2D-prediction"",""20-step-ahead""]",90,3,globalmean,AAPL,0.03569782071635032,1071.265,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-68,2021-08-04 11:40:09,mavantwout,"[""4-year"",""single_run"",""2D-prediction"",""20-step-ahead"",""seed4"",""20-predictions"",""shifted30""]",33,4,globalmean,AAPL,0.016177968747403407,1146.315,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-67,2021-08-04 11:39:51,mavantwout,"[""20-step-ahead"",""2D-prediction"",""20-predictions"",""single_run"",""shifted30"",""4-year"",""seed3""]",90,3,linearfit260,AAPL,0.012732794370224445,1076.411,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-66,2021-08-04 11:39:45,mavantwout,"[""single_run"",""seed3"",""4-year"",""2D-prediction"",""20-step-ahead"",""shifted30"",""20-predictions""]",90,3,cubicfit260,AAPL,0.028161104302005892,1082.043,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-65,2021-08-04 11:39:37,mavantwout,"[""single_run"",""4-year"",""seed4"",""20-step-ahead"",""2D-prediction"",""20-predictions"",""shifted30""]",33,4,linearfit260,AAPL,0.012608298561421524,1136.503,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-64,2021-08-04 11:39:03,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""2D-prediction"",""seed3"",""20-step-ahead"",""single_run""]",90,3,meanlast260,AAPL,0.04451801269807657,1056.33,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-63,2021-08-04 11:38:55,mavantwout,"[""20-step-ahead"",""seed4"",""2D-prediction"",""single_run"",""4-year"",""20-predictions"",""shifted30""]",33,4,meanlast260,AAPL,0.02280648544361954,1130.976,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-62,2021-08-04 11:37:21,mavantwout,"[""20-predictions"",""single_run"",""20-step-ahead"",""4-year"",""shifted30"",""seed4"",""6D-prediction""]",33,4,5_imputations_combined,AAPL,0.01202785680243982,1146.341,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-61,2021-08-04 11:37:20,mavantwout,"[""single_run"",""20-predictions"",""seed4"",""20-step-ahead"",""shifted30"",""4-year"",""2D-prediction""]",33,4,forwardfill,AAPL,0.013444075282863715,1103.16,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-60,2021-08-04 11:32:33,mavantwout,"[""seed2"",""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""shifted30"",""single_run""]",985,2,linearfit260,AAPL,0.02412196335890952,1141.542,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-59,2021-08-04 11:31:37,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""shifted30"",""seed2"",""2D-prediction"",""20-step-ahead""]",985,2,globalmean,AAPL,0.030283279306411816,1118.892,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-58,2021-08-04 11:30:38,mavantwout,"[""seed2"",""shifted30"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""single_run"",""4-year""]",985,2,forwardfill,AAPL,0.020851258517613457,1136.99,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-57,2021-08-04 11:30:27,mavantwout,"[""seed2"",""20-step-ahead"",""shifted30"",""single_run"",""2D-prediction"",""20-predictions"",""4-year""]",985,2,meanlast260,AAPL,0.03371992307491294,1086.281,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-56,2021-08-04 11:30:11,mavantwout,"[""20-step-ahead"",""single_run"",""seed2"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions""]",985,2,cubicfit260,AAPL,0.022575941552154182,1076.195,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-55,2021-08-04 11:29:58,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""6D-prediction"",""seed2"",""shifted30""]",985,2,5_imputations_combined,AAPL,0.011103420628378248,1081.201,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-54,2021-08-04 11:22:36,mavantwout,"[""seed2"",""20-predictions"",""shifted30"",""20-step-ahead"",""single_run"",""2D-prediction"",""4-year""]",90,2,forwardfill,AAPL,0.012600604347876368,1086.685,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-53,2021-08-04 11:22:24,mavantwout,"[""4-year"",""shifted30"",""20-predictions"",""single_run"",""2D-prediction"",""seed2"",""20-step-ahead""]",90,2,globalmean,AAPL,0.03511117329300226,1086.945,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-52,2021-08-04 11:22:00,mavantwout,"[""20-step-ahead"",""2D-prediction"",""20-predictions"",""seed2"",""single_run"",""shifted30"",""4-year""]",90,2,linearfit260,AAPL,0.016005801647695196,1071.297,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-51,2021-08-04 11:21:43,mavantwout,"[""20-predictions"",""single_run"",""shifted30"",""seed2"",""6D-prediction"",""20-step-ahead"",""4-year""]",90,2,5_imputations_combined,AAPL,0.010865967754869034,1166.788,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-50,2021-08-04 11:21:43,mavantwout,"[""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""seed3"",""single_run"",""shifted30""]",33,3,cubicfit260,AAPL,0.016150252768628085,1156.771,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-49,2021-08-04 11:21:41,mavantwout,"[""single_run"",""4-year"",""seed2"",""2D-prediction"",""20-step-ahead"",""shifted30"",""20-predictions""]",90,2,cubicfit260,AAPL,0.03207114989783817,1082.212,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-48,2021-08-04 11:21:31,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""2D-prediction"",""20-step-ahead"",""single_run"",""seed2""]",90,2,meanlast260,AAPL,0.048160258009154897,1051.56,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-47,2021-08-04 11:20:57,mavantwout,"[""4-year"",""single_run"",""2D-prediction"",""20-step-ahead"",""seed3"",""20-predictions"",""shifted30""]",33,3,globalmean,AAPL,0.013799047238220044,1151.239,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-46,2021-08-04 11:20:35,mavantwout,"[""seed3"",""single_run"",""4-year"",""20-step-ahead"",""2D-prediction"",""20-predictions"",""shifted30""]",33,3,linearfit260,AAPL,0.01851846220287469,1141.903,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-45,2021-08-04 11:20:03,mavantwout,"[""20-step-ahead"",""2D-prediction"",""single_run"",""4-year"",""20-predictions"",""seed3"",""shifted30""]",33,3,meanlast260,AAPL,0.016612664296229533,1131.419,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-44,2021-08-04 11:18:53,mavantwout,"[""single_run"",""20-predictions"",""seed3"",""20-step-ahead"",""shifted30"",""4-year"",""2D-prediction""]",33,3,forwardfill,AAPL,0.011531834361410252,1106.136,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-43,2021-08-04 11:18:13,mavantwout,"[""20-predictions"",""single_run"",""20-step-ahead"",""4-year"",""shifted30"",""seed3"",""6D-prediction""]",33,3,5_imputations_combined,AAPL,0.013359187632779879,1142.582,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-42,2021-08-04 11:13:21,mavantwout,"[""seed1"",""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""shifted30"",""single_run""]",985,1,linearfit260,AAPL,0.021984646610520468,1146.552,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-41,2021-08-04 11:12:42,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction"",""20-step-ahead"",""seed1""]",985,1,globalmean,AAPL,0.02634981198501638,1133.633,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-40,2021-08-04 11:12:15,mavantwout,"[""20-step-ahead"",""shifted30"",""single_run"",""2D-prediction"",""20-predictions"",""4-year"",""seed1""]",985,1,meanlast260,AAPL,0.028762009626025774,1091.357,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-39,2021-08-04 11:12:14,mavantwout,"[""20-step-ahead"",""seed1"",""single_run"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions""]",985,1,cubicfit260,AAPL,0.021960804146164727,1076.18,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-38,2021-08-04 11:12:06,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""6D-prediction"",""seed1"",""shifted30""]",985,1,5_imputations_combined,AAPL,0.011039905898758928,1071.595,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-37,2021-08-04 11:11:31,mavantwout,"[""seed1"",""shifted30"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""single_run"",""4-year""]",985,1,forwardfill,AAPL,0.019403035089662367,1146.362,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-36,2021-08-04 11:04:13,mavantwout,"[""seed1"",""20-predictions"",""shifted30"",""20-step-ahead"",""single_run"",""2D-prediction"",""4-year""]",90,1,forwardfill,AAPL,0.011941305555460031,1101.356,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-35,2021-08-04 11:04:08,mavantwout,"[""4-year"",""shifted30"",""20-predictions"",""single_run"",""seed1"",""2D-prediction"",""20-step-ahead""]",90,1,globalmean,AAPL,0.030975093404957632,1096.177,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-34,2021-08-04 11:03:53,mavantwout,"[""20-step-ahead"",""2D-prediction"",""20-predictions"",""seed1"",""single_run"",""shifted30"",""4-year""]",90,1,linearfit260,AAPL,0.014290984936490978,1086.477,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-33,2021-08-04 11:03:44,mavantwout,"[""4-year"",""20-predictions"",""seed1"",""shifted30"",""2D-prediction"",""20-step-ahead"",""single_run""]",90,1,meanlast260,AAPL,0.0442081815365647,1066.29,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-32,2021-08-04 11:03:35,mavantwout,"[""single_run"",""4-year"",""2D-prediction"",""20-step-ahead"",""shifted30"",""seed1"",""20-predictions""]",90,1,cubicfit260,AAPL,0.030286828997150773,1086.111,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-31,2021-08-04 11:02:21,mavantwout,"[""4-year"",""20-predictions"",""seed2"",""2D-prediction"",""20-step-ahead"",""single_run"",""shifted30""]",33,2,cubicfit260,AAPL,0.02046127453667132,1161.329,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
