Id,Creation Time,Owner,Tags,logs/missingness,logs/seed,logs/imputation,logs/company,logs/smape (last),Running Time,properties/data
EX2-30,2021-08-04 11:01:47,mavantwout,"[""20-predictions"",""single_run"",""shifted30"",""6D-prediction"",""20-step-ahead"",""4-year"",""seed1""]",90,1,5_imputations_combined,AAPL,0.012842553548752444,1196.48,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-29,2021-08-04 11:01:44,mavantwout,"[""4-year"",""single_run"",""2D-prediction"",""20-step-ahead"",""seed2"",""20-predictions"",""shifted30""]",33,2,globalmean,AAPL,0.016116913887171434,1153.392,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-28,2021-08-04 11:01:33,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""2D-prediction"",""20-predictions"",""seed2"",""shifted30""]",33,2,linearfit260,AAPL,0.013907886667622146,1136.42,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-27,2021-08-04 11:01:10,mavantwout,"[""20-step-ahead"",""2D-prediction"",""single_run"",""4-year"",""seed2"",""20-predictions"",""shifted30""]",33,2,meanlast260,AAPL,0.021231448090219703,1131.66,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-26,2021-08-04 11:00:20,mavantwout,"[""single_run"",""20-predictions"",""20-step-ahead"",""shifted30"",""seed2"",""4-year"",""2D-prediction""]",33,2,forwardfill,AAPL,0.013170318225564758,1111.552,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-25,2021-08-04 10:59:06,mavantwout,"[""20-predictions"",""single_run"",""20-step-ahead"",""4-year"",""shifted30"",""seed2"",""6D-prediction""]",33,2,5_imputations_combined,AAPL,0.011653179212494745,1146.186,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-24,2021-08-04 10:53:45,mavantwout,"[""20-step-ahead"",""single_run"",""4-year"",""seed0"",""shifted30"",""2D-prediction"",""20-predictions""]",985,0,cubicfit260,AAPL,0.023654094630925094,1103.347,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-22,2021-08-04 10:53:38,mavantwout,"[""20-step-ahead"",""shifted30"",""single_run"",""2D-prediction"",""20-predictions"",""seed0"",""4-year""]",985,0,meanlast260,AAPL,0.03483604627421809,1116.671,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-23,2021-08-04 10:53:38,mavantwout,"[""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""seed0"",""6D-prediction"",""shifted30""]",985,0,5_imputations_combined,AAPL,0.011225434171147523,1102.564,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-21,2021-08-04 10:53:38,mavantwout,"[""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""shifted30"",""single_run"",""seed0""]",985,0,linearfit260,AAPL,0.025302759740941518,1176.714,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-20,2021-08-04 10:53:38,mavantwout,"[""seed0"",""4-year"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction"",""20-step-ahead""]",985,0,globalmean,AAPL,0.032307636427796646,1137.11,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-19,2021-08-04 10:52:38,mavantwout,"[""shifted30"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""seed0"",""single_run"",""4-year""]",985,0,forwardfill,AAPL,0.021868078475352423,1131.726,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/AAPL_Shifted_30ahead_m985.csv
EX2-18,2021-08-04 10:45:36,mavantwout,"[""seed0"",""20-predictions"",""shifted30"",""20-step-ahead"",""single_run"",""2D-prediction"",""4-year""]",90,0,forwardfill,AAPL,0.011471005541818388,1116.307,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-17,2021-08-04 10:45:36,mavantwout,"[""seed0"",""4-year"",""shifted30"",""20-predictions"",""single_run"",""2D-prediction"",""20-step-ahead""]",90,0,globalmean,AAPL,0.03765684215260874,1111.246,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-16,2021-08-04 10:45:36,mavantwout,"[""20-step-ahead"",""2D-prediction"",""seed0"",""20-predictions"",""single_run"",""shifted30"",""4-year""]",90,0,linearfit260,AAPL,0.019218941773475058,1096.479,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-15,2021-08-04 10:45:36,mavantwout,"[""4-year"",""20-predictions"",""shifted30"",""2D-prediction"",""seed0"",""20-step-ahead"",""single_run""]",90,0,meanlast260,AAPL,0.048172133919712784,1086.375,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-14,2021-08-04 10:45:13,mavantwout,"[""single_run"",""4-year"",""2D-prediction"",""20-step-ahead"",""shifted30"",""seed0"",""20-predictions""]",90,0,cubicfit260,AAPL,0.031104754833918453,1096.469,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-13,2021-08-04 10:43:09,mavantwout,"[""4-year"",""seed1"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""single_run"",""shifted30""]",33,1,cubicfit260,AAPL,0.01882458531447459,1146.234,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-12,2021-08-04 10:42:42,mavantwout,"[""single_run"",""4-year"",""seed1"",""20-step-ahead"",""2D-prediction"",""20-predictions"",""shifted30""]",33,1,linearfit260,AAPL,0.01598084466584465,1131.405,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-11,2021-08-04 10:42:41,mavantwout,"[""4-year"",""single_run"",""2D-prediction"",""20-step-ahead"",""seed1"",""20-predictions"",""shifted30""]",33,1,globalmean,AAPL,0.013820310082888376,1142.126,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-10,2021-08-04 10:42:28,mavantwout,"[""20-step-ahead"",""2D-prediction"",""single_run"",""4-year"",""20-predictions"",""seed1"",""shifted30""]",33,1,meanlast260,AAPL,0.018383566573701042,1121.217,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-9,2021-08-04 10:42:05,mavantwout,"[""20-predictions"",""single_run"",""shifted30"",""6D-prediction"",""20-step-ahead"",""4-year"",""seed0""]",90,0,5_imputations_combined,AAPL,0.014643223094290924,1176.428,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/AAPL_Shifted_30ahead_m90.csv
EX2-8,2021-08-04 10:41:58,mavantwout,"[""single_run"",""20-predictions"",""seed1"",""20-step-ahead"",""shifted30"",""4-year"",""2D-prediction""]",33,1,forwardfill,AAPL,0.012163789302719604,1101.481,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-7,2021-08-04 10:40:09,mavantwout,"[""20-predictions"",""single_run"",""20-step-ahead"",""4-year"",""seed1"",""shifted30"",""6D-prediction""]",33,1,5_imputations_combined,AAPL,0.015242978805867077,1136.678,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-6,2021-08-04 10:24:07,mavantwout,"[""4-year"",""20-predictions"",""2D-prediction"",""20-step-ahead"",""single_run"",""shifted30"",""seed0""]",33,0,cubicfit260,AAPL,0.019116477280112773,1141.383,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-5,2021-08-04 10:24:00,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""2D-prediction"",""seed0"",""20-predictions"",""shifted30""]",33,0,linearfit260,AAPL,0.012686051266219214,1121.312,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-4,2021-08-04 10:23:52,mavantwout,"[""20-step-ahead"",""2D-prediction"",""seed0"",""single_run"",""4-year"",""20-predictions"",""shifted30""]",33,0,meanlast260,AAPL,0.021814000198052234,1111.952,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-3,2021-08-04 10:23:44,mavantwout,"[""4-year"",""single_run"",""2D-prediction"",""seed0"",""20-step-ahead"",""20-predictions"",""shifted30""]",33,0,globalmean,AAPL,0.015856701888442477,1136.524,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-2,2021-08-04 10:23:35,mavantwout,"[""single_run"",""20-predictions"",""seed0"",""20-step-ahead"",""shifted30"",""4-year"",""2D-prediction""]",33,0,forwardfill,AAPL,0.012266284822133464,1101.694,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
EX2-1,2021-08-04 10:21:11,mavantwout,"[""20-predictions"",""single_run"",""20-step-ahead"",""seed0"",""4-year"",""shifted30"",""6D-prediction""]",33,0,5_imputations_combined,AAPL,0.016481191590809068,1136.907,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/AAPL_Shifted_30ahead_m33.csv
