Date,Close,Close_ahead30,Close_ahead30_missing98.5,Close_shifted_forwardfill,Close_shifted_globalmean,Close_shifted_meanlast260,Close_shifted_linearfit260,Close_shifted_cubicfit260,missing-1or1,time_lag
2017-03-31,42.43999862670898,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,1,0
2017-04-03,42.40999984741211,43.84999847412109,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,1
2017-04-04,42.68000030517578,43.93000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,2
2017-04-05,42.56999969482422,43.79999923706055,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,3
2017-04-06,42.66999816894531,43.900001525878906,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,4
2017-04-07,42.61000061035156,44.18000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,5
2017-04-10,42.68999862670898,44.38999938964844,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,6
2017-04-11,42.65999984741211,45.02999877929688,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,7
2017-04-12,42.93999862670898,45.40999984741211,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,8
2017-04-13,42.790000915527344,45.38999938964844,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,9
2017-04-17,43.06999969482422,45.43000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,10
2017-04-18,43.47999954223633,45.470001220703125,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,11
2017-04-19,43.22999954223633,45.790000915527344,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,12
2017-04-20,43.09000015258789,45.88999938964844,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,13
2017-04-21,43.06999969482422,45.9900016784668,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,14
2017-04-24,43.27999877929688,45.97999954223633,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,15
2017-04-25,43.11000061035156,45.5099983215332,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,16
2017-04-26,43.2400016784668,45.130001068115234,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,17
2017-04-27,43.0099983215332,45.31999969482422,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,18
2017-04-28,43.150001525878906,45.33000183105469,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,19
2017-05-01,43.220001220703125,45.02999877929688,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,20
2017-05-02,43.38999938964844,45.29999923706055,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,21
2017-05-03,43.31999969482422,45.25,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,22
2017-05-04,43.65999984741211,45.310001373291016,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,23
2017-05-05,43.68999862670898,45.380001068115234,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,24
2017-05-08,43.88999938964844,45.61000061035156,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,25
2017-05-09,43.5099983215332,45.220001220703125,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,26
2017-05-10,43.56999969482422,45.06999969482422,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,27
2017-05-11,43.66999816894531,45.25,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,28
2017-05-12,43.59000015258789,45.43000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,29
2017-05-15,43.72999954223633,45.04999923706055,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,30
2017-05-16,43.84999847412109,45.31999969482422,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,31
2017-05-17,43.93000030517578,44.83000183105469,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,32
2017-05-18,43.79999923706055,44.84999847412109,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,33
2017-05-19,43.900001525878906,44.7599983215332,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,34
2017-05-22,44.18000030517578,44.81999969482422,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,35
2017-05-23,44.38999938964844,44.400001525878906,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,36
2017-05-24,45.02999877929688,44.38999938964844,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,37
2017-05-25,45.40999984741211,44.380001068115234,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,38
2017-05-26,45.38999938964844,44.33000183105469,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,39
2017-05-30,45.43000030517578,44.5099983215332,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,40
2017-05-31,45.470001220703125,44.43000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,41
2017-06-01,45.790000915527344,44.68000030517578,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,42
2017-06-02,45.88999938964844,44.72999954223633,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,43
2017-06-05,45.9900016784668,44.66999816894531,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,44
2017-06-06,45.97999954223633,44.83000183105469,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,45
2017-06-07,45.5099983215332,44.81999969482422,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,46
2017-06-08,45.130001068115234,45.02999877929688,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,47
2017-06-09,45.31999969482422,44.84000015258789,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,48
2017-06-12,45.33000183105469,45.2400016784668,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,49
2017-06-13,45.02999877929688,45.7400016784668,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,50
2017-06-14,45.29999923706055,46.119998931884766,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,51
2017-06-15,45.25,46.0099983215332,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,52
2017-06-16,45.310001373291016,45.84000015258789,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,53
2017-06-19,45.380001068115234,45.70000076293945,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,54
2017-06-20,45.61000061035156,45.59000015258789,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,55
2017-06-21,45.220001220703125,45.66999816894531,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,56
2017-06-22,45.06999969482422,45.5,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,57
2017-06-23,45.25,45.63999938964844,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,58
2017-06-26,45.43000030517578,45.59999847412109,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,59
2017-06-27,45.04999923706055,45.59000015258789,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,60
2017-06-28,45.31999969482422,45.7400016784668,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,61
2017-06-29,44.83000183105469,45.59000015258789,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,62
2017-06-30,44.84999847412109,45.79999923706055,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,63
2017-07-03,44.7599983215332,46.18999862670898,,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,43.72999954223633,-1,64
2017-07-05,44.81999969482422,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,1,0
2017-07-06,44.400001525878906,45.86000061035156,,46.20000076293945,44.96500015258789,44.96500015258789,46.238000781719485,46.238000781719485,-1,1
2017-07-07,44.38999938964844,45.66999816894531,,46.20000076293945,44.96500015258789,44.96500015258789,46.27600080049953,46.27600080049953,-1,2
2017-07-10,44.380001068115234,45.68000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,46.314000819279585,46.314000819279585,-1,3
2017-07-11,44.33000183105469,45.59999847412109,,46.20000076293945,44.96500015258789,44.96500015258789,46.35200083805963,46.35200083805963,-1,4
2017-07-12,44.5099983215332,45.540000915527344,,46.20000076293945,44.96500015258789,44.96500015258789,46.39000085683968,46.39000085683968,-1,5
2017-07-13,44.43000030517578,45.40999984741211,,46.20000076293945,44.96500015258789,44.96500015258789,46.42800087561973,46.42800087561973,-1,6
2017-07-14,44.68000030517578,45.56999969482422,,46.20000076293945,44.96500015258789,44.96500015258789,46.46600089439978,46.46600089439978,-1,7
2017-07-17,44.72999954223633,45.41999816894531,,46.20000076293945,44.96500015258789,44.96500015258789,46.50400091317982,46.50400091317982,-1,8
2017-07-18,44.66999816894531,45.45000076293945,,46.20000076293945,44.96500015258789,44.96500015258789,46.54200093195987,46.54200093195987,-1,9
2017-07-19,44.83000183105469,45.38999938964844,,46.20000076293945,44.96500015258789,44.96500015258789,46.580000950739915,46.580000950739915,-1,10
2017-07-20,44.81999969482422,45.54999923706055,,46.20000076293945,44.96500015258789,44.96500015258789,46.61800096951997,46.61800096951997,-1,11
2017-07-21,45.02999877929688,45.77999877929688,,46.20000076293945,44.96500015258789,44.96500015258789,46.656000988300015,46.656000988300015,-1,12
2017-07-24,44.84000015258789,45.91999816894531,,46.20000076293945,44.96500015258789,44.96500015258789,46.69400100708006,46.69400100708006,-1,13
2017-07-25,45.2400016784668,45.959999084472656,,46.20000076293945,44.96500015258789,44.96500015258789,46.73200102586011,46.73200102586011,-1,14
2017-07-26,45.7400016784668,46.27999877929688,,46.20000076293945,44.96500015258789,44.96500015258789,46.77000104464016,46.77000104464016,-1,15
2017-07-27,46.119998931884766,46.29999923706055,,46.20000076293945,44.96500015258789,44.96500015258789,46.80800106342021,46.80800106342021,-1,16
2017-07-28,46.0099983215332,46.52000045776367,,46.20000076293945,44.96500015258789,44.96500015258789,46.84600108220025,46.84600108220025,-1,17
2017-07-31,45.84000015258789,46.720001220703125,,46.20000076293945,44.96500015258789,44.96500015258789,46.8840011009803,46.8840011009803,-1,18
2017-08-01,45.70000076293945,46.869998931884766,,46.20000076293945,44.96500015258789,44.96500015258789,46.92200111976035,46.92200111976035,-1,19
2017-08-02,45.59000015258789,46.11000061035156,,46.20000076293945,44.96500015258789,44.96500015258789,46.9600011385404,46.9600011385404,-1,20
2017-08-03,45.66999816894531,46.18000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,46.998001157320445,46.998001157320445,-1,21
2017-08-04,45.5,46.11000061035156,,46.20000076293945,44.96500015258789,44.96500015258789,47.03600117610049,47.03600117610049,-1,22
2017-08-07,45.63999938964844,45.97999954223633,,46.20000076293945,44.96500015258789,44.96500015258789,47.074001194880545,47.074001194880545,-1,23
2017-08-08,45.59999847412109,45.77999877929688,,46.20000076293945,44.96500015258789,44.96500015258789,47.11200121366059,47.11200121366059,-1,24
2017-08-09,45.59000015258789,45.400001525878906,,46.20000076293945,44.96500015258789,44.96500015258789,47.15000123244064,47.15000123244064,-1,25
2017-08-10,45.7400016784668,45.4900016784668,,46.20000076293945,44.96500015258789,44.96500015258789,47.18800125122068,47.18800125122068,-1,26
2017-08-11,45.59000015258789,45.68999862670898,,46.20000076293945,44.96500015258789,44.96500015258789,47.22600127000074,47.22600127000074,-1,27
2017-08-14,45.79999923706055,45.56999969482422,,46.20000076293945,44.96500015258789,44.96500015258789,47.26400128878078,47.26400128878078,-1,28
2017-08-15,46.18999862670898,44.63999938964844,,46.20000076293945,44.96500015258789,44.96500015258789,47.30200130756083,47.30200130756083,-1,29
2017-08-16,46.20000076293945,44.90999984741211,,46.20000076293945,44.96500015258789,44.96500015258789,47.340001326340875,47.340001326340875,-1,30
2017-08-17,45.86000061035156,45.0099983215332,,46.20000076293945,44.96500015258789,44.96500015258789,47.37800134512093,47.37800134512093,-1,31
2017-08-18,45.66999816894531,44.79999923706055,,46.20000076293945,44.96500015258789,44.96500015258789,47.416001363900975,47.416001363900975,-1,32
2017-08-21,45.68000030517578,45.18999862670898,,46.20000076293945,44.96500015258789,44.96500015258789,47.45400138268102,47.45400138268102,-1,33
2017-08-22,45.59999847412109,45.5,,46.20000076293945,44.96500015258789,44.96500015258789,47.49200140146107,47.49200140146107,-1,34
2017-08-23,45.540000915527344,45.52000045776367,,46.20000076293945,44.96500015258789,44.96500015258789,47.53000142024112,47.53000142024112,-1,35
2017-08-24,45.40999984741211,45.4900016784668,,46.20000076293945,44.96500015258789,44.96500015258789,47.56800143902117,47.56800143902117,-1,36
2017-08-25,45.56999969482422,45.40999984741211,,46.20000076293945,44.96500015258789,44.96500015258789,47.60600145780121,47.60600145780121,-1,37
2017-08-28,45.41999816894531,45.869998931884766,,46.20000076293945,44.96500015258789,44.96500015258789,47.64400147658126,47.64400147658126,-1,38
2017-08-29,45.45000076293945,46.09999847412109,,46.20000076293945,44.96500015258789,44.96500015258789,47.68200149536131,47.68200149536131,-1,39
2017-08-30,45.38999938964844,46.11000061035156,,46.20000076293945,44.96500015258789,44.96500015258789,47.72000151414136,47.72000151414136,-1,40
2017-08-31,45.54999923706055,46.18000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,47.758001532921405,47.758001532921405,-1,41
2017-09-01,45.77999877929688,46.619998931884766,,46.20000076293945,44.96500015258789,44.96500015258789,47.79600155170145,47.79600155170145,-1,42
2017-09-05,45.91999816894531,46.52000045776367,,46.20000076293945,44.96500015258789,44.96500015258789,47.834001570481504,47.834001570481504,-1,43
2017-09-06,45.959999084472656,46.400001525878906,,46.20000076293945,44.96500015258789,44.96500015258789,47.87200158926155,47.87200158926155,-1,44
2017-09-07,46.27999877929688,46.59000015258789,,46.20000076293945,44.96500015258789,44.96500015258789,47.9100016080416,47.9100016080416,-1,45
2017-09-08,46.29999923706055,46.380001068115234,,46.20000076293945,44.96500015258789,44.96500015258789,47.94800162682164,47.94800162682164,-1,46
2017-09-11,46.52000045776367,46.31999969482422,,46.20000076293945,44.96500015258789,44.96500015258789,47.98600164560169,47.98600164560169,-1,47
2017-09-12,46.720001220703125,46.18000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,48.02400166438174,48.02400166438174,-1,48
2017-09-13,46.869998931884766,46.04999923706055,,46.20000076293945,44.96500015258789,44.96500015258789,48.06200168316179,48.06200168316179,-1,49
2017-09-14,46.11000061035156,46.22999954223633,,46.20000076293945,44.96500015258789,44.96500015258789,48.100001701941835,48.100001701941835,-1,50
2017-09-15,46.18000030517578,46.06999969482422,,46.20000076293945,44.96500015258789,44.96500015258789,48.13800172072189,48.13800172072189,-1,51
2017-09-18,46.11000061035156,45.86000061035156,,46.20000076293945,44.96500015258789,44.96500015258789,48.176001739501935,48.176001739501935,-1,52
2017-09-19,45.97999954223633,45.97999954223633,,46.20000076293945,44.96500015258789,44.96500015258789,48.21400175828198,48.21400175828198,-1,53
2017-09-20,45.77999877929688,45.79999923706055,,46.20000076293945,44.96500015258789,44.96500015258789,48.25200177706203,48.25200177706203,-1,54
2017-09-21,45.400001525878906,45.880001068115234,,46.20000076293945,44.96500015258789,44.96500015258789,48.29000179584207,48.29000179584207,-1,55
2017-09-22,45.4900016784668,45.970001220703125,,46.20000076293945,44.96500015258789,44.96500015258789,48.32800181462213,48.32800181462213,-1,56
2017-09-25,45.68999862670898,45.470001220703125,,46.20000076293945,44.96500015258789,44.96500015258789,48.36600183340217,48.36600183340217,-1,57
2017-09-26,45.56999969482422,45.93999862670898,,46.20000076293945,44.96500015258789,44.96500015258789,48.40400185218222,48.40400185218222,-1,58
2017-09-27,44.63999938964844,46.18000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,48.44200187096227,48.44200187096227,-1,59
2017-09-28,44.90999984741211,46.22999954223633,,46.20000076293945,44.96500015258789,44.96500015258789,48.48000188974232,48.48000188974232,-1,60
2017-09-29,45.0099983215332,46.540000915527344,,46.20000076293945,44.96500015258789,44.96500015258789,48.518001908522365,48.518001908522365,-1,61
2017-10-02,44.79999923706055,46.720001220703125,,46.20000076293945,44.96500015258789,44.96500015258789,48.55600192730241,48.55600192730241,-1,62
2017-10-03,45.18999862670898,47.43000030517578,,46.20000076293945,44.96500015258789,44.96500015258789,48.59400194608246,48.59400194608246,-1,63
2017-10-04,45.5,46.810001373291016,,46.20000076293945,44.96500015258789,44.96500015258789,48.63200196486251,48.63200196486251,-1,64
2017-10-05,45.52000045776367,46.54999923706055,46.54999923706055,46.54999923706055,46.54999923706055,46.54999923706055,46.54999923706055,46.54999923706055,1,0
2017-10-06,45.4900016784668,45.709999084472656,,46.54999923706055,45.493333180745445,45.493333180745445,46.925025333502354,46.53882522763583,-1,1
2017-10-09,45.40999984741211,45.459999084472656,,46.54999923706055,45.493333180745445,45.493333180745445,46.94671763884716,46.527149442413126,-1,2
2017-10-10,45.869998931884766,45.77999877929688,,46.54999923706055,45.493333180745445,45.493333180745445,46.96840994419196,46.51497188139241,-1,3
2017-10-11,46.09999847412109,45.84000015258789,,46.54999923706055,45.493333180745445,45.493333180745445,46.99010224953676,46.5022925445737,-1,4
2017-10-12,46.11000061035156,45.880001068115234,,46.54999923706055,45.493333180745445,45.493333180745445,47.01179455488156,46.48911143195697,-1,5
2017-10-13,46.18000030517578,45.900001525878906,,46.54999923706055,45.493333180745445,45.493333180745445,47.03348686022637,46.475428543542236,-1,6
2017-10-16,46.619998931884766,45.83000183105469,,46.54999923706055,45.493333180745445,45.493333180745445,47.05517916557117,46.4612438793295,-1,7
2017-10-17,46.52000045776367,45.5,,46.54999923706055,45.493333180745445,45.493333180745445,47.07687147091597,46.44655743931875,-1,8
2017-10-18,46.400001525878906,45.77000045776367,,46.54999923706055,45.493333180745445,45.493333180745445,47.09856377626077,46.43136922350999,-1,9
2017-10-19,46.59000015258789,45.970001220703125,,46.54999923706055,45.493333180745445,45.493333180745445,47.120256081605575,46.415679231903226,-1,10
2017-10-20,46.380001068115234,46.22999954223633,,46.54999923706055,45.493333180745445,45.493333180745445,47.141948386950375,46.399487464498456,-1,11
2017-10-23,46.31999969482422,46.2599983215332,,46.54999923706055,45.493333180745445,45.493333180745445,47.163640692295175,46.38279392129568,-1,12
2017-10-24,46.18000030517578,46.45000076293945,,46.54999923706055,45.493333180745445,45.493333180745445,47.185332997639975,46.365598602294895,-1,13
2017-10-25,46.04999923706055,45.77999877929688,,46.54999923706055,45.493333180745445,45.493333180745445,47.20702530298478,46.3479015074961,-1,14
2017-10-26,46.22999954223633,45.310001373291016,,46.54999923706055,45.493333180745445,45.493333180745445,47.22871760832958,46.3297026368993,-1,15
2017-10-27,46.06999969482422,45.33000183105469,,46.54999923706055,45.493333180745445,45.493333180745445,47.25040991367438,46.31100199050449,-1,16
2017-10-30,45.86000061035156,45.290000915527344,,46.54999923706055,45.493333180745445,45.493333180745445,47.27210221901918,46.29179956831167,-1,17
2017-10-31,45.97999954223633,45.900001525878906,,46.54999923706055,45.493333180745445,45.493333180745445,47.29379452436399,46.27209537032084,-1,18
2017-11-01,45.79999923706055,46.02999877929688,,46.54999923706055,45.493333180745445,45.493333180745445,47.31548682970879,46.251889396532015,-1,19
2017-11-02,45.880001068115234,46.18999862670898,,46.54999923706055,45.493333180745445,45.493333180745445,47.33717913505359,46.231181646945174,-1,20
2017-11-03,45.970001220703125,45.93000030517578,,46.54999923706055,45.493333180745445,45.493333180745445,47.35887144039839,46.20997212156033,-1,21
2017-11-06,45.470001220703125,46.130001068115234,,46.54999923706055,45.493333180745445,45.493333180745445,47.380563745743196,46.18826082037747,-1,22
2017-11-07,45.93999862670898,46.08000183105469,,46.54999923706055,45.493333180745445,45.493333180745445,47.402256051087996,46.16604774339661,-1,23
2017-11-08,46.18000030517578,45.59999847412109,,46.54999923706055,45.493333180745445,45.493333180745445,47.423948356432795,46.143332890617735,-1,24
2017-11-09,46.22999954223633,45.59000015258789,,46.54999923706055,45.493333180745445,45.493333180745445,47.445640661777595,46.12011626204086,-1,25
2017-11-10,46.540000915527344,45.810001373291016,,46.54999923706055,45.493333180745445,45.493333180745445,47.4673329671224,46.09639785766598,-1,26
2017-11-13,46.720001220703125,45.93000030517578,,46.54999923706055,45.493333180745445,45.493333180745445,47.4890252724672,46.07217767749308,-1,27
2017-11-14,47.43000030517578,45.720001220703125,,46.54999923706055,45.493333180745445,45.493333180745445,47.510717577812,46.047455721522184,-1,28
2017-11-15,46.810001373291016,45.880001068115234,,46.54999923706055,45.493333180745445,45.493333180745445,47.5324098831568,46.02223198975327,-1,29
2017-11-16,46.54999923706055,45.540000915527344,,46.54999923706055,45.493333180745445,45.493333180745445,47.55410218850161,45.996506482186355,-1,30
2017-11-17,45.709999084472656,45.43999862670898,,46.54999923706055,45.493333180745445,45.493333180745445,47.57579449384641,45.97027919882144,-1,31
2017-11-20,45.459999084472656,46.08000183105469,,46.54999923706055,45.493333180745445,45.493333180745445,47.59748679919121,45.943550139658505,-1,32
