Date,Close,Close_ahead30,Close_ahead30_missing30,Close_ahead30_missing30_forwardfill,Close_ahead30_missing30_globalmean,Close_ahead30_missing30_meanlast30,Close_ahead30_missing30_linearfit30,Close_ahead30_missing30_cubicfit30
03/01/2017,62.58000183,64.52999878,64.52999878,64.52999878,64.52999878,64.52999878,64.52999878,64.52999878
04/01/2017,62.29999924,64.51999664,64.51999664,64.51999664,64.51999664,64.51999664,64.51999664,64.51999664
05/01/2017,62.29999924,64.62000275,,64.51999664,64.52499771000001,64.52499771000001,64.5099945,64.48332212666669
06/01/2017,62.84000015,64.48999786,64.48999786,64.48999786,64.48999786,64.48999786,64.48999786,64.48999786
09/01/2017,62.63999939,64.36000061,64.36000061,64.36000061,64.36000061,64.36000061,64.36000061,64.36000061
10/01/2017,62.61999893,64.62000275,,64.36000061,64.48499832,64.48499832,64.370999142,64.11334382666642
11/01/2017,63.18999863,64.62000275,64.62000275,64.62000275,64.62000275,64.62000275,64.62000275,64.62000275
12/01/2017,62.61000061,64.23000336,64.23000336,64.23000336,64.23000336,64.23000336,64.23000336,64.23000336
13/01/2017,62.70000076,63.97999954,,64.23000336,64.46999950375,64.46999950375,64.33886059557145,64.35117970306177
17/01/2017,62.52999878,64.94000244,64.94000244,64.94000244,64.94000244,64.94000244,64.94000244,64.94000244
18/01/2017,62.5,64.01000214,64.01000214,64.01000214,64.01000214,64.01000214,64.01000214,64.01000214
19/01/2017,62.29999924,64.25,,64.01000214,64.47090910125,64.47090910125,64.35489542487272,64.1165769060237
20/01/2017,62.74000168,64.26999664,64.26999664,64.26999664,64.26999664,64.26999664,64.26999664,64.26999664
23/01/2017,62.95999908,64.40000153,64.40000153,64.40000153,64.40000153,64.40000153,64.40000153,64.40000153
24/01/2017,63.52000046,64.98999786,,64.40000153,64.45149338464286,64.45149338464286,64.3128301418982,64.25201245580195
25/01/2017,63.68000031,64.73000336,64.73000336,64.73000336,64.73000336,64.73000336,64.73000336,64.73000336
26/01/2017,64.26999664,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031
27/01/2017,65.77999878,64.70999908,,64.93000031,64.49602379056722,64.49602379056722,64.512477770035,65.08788625664835
30/01/2017,65.12999725,64.41000366,64.41000366,64.41000366,64.41000366,64.41000366,64.41000366,64.41000366
31/01/2017,64.65000153,64.75,64.75,64.75,64.75,64.75,64.75,64.75
01/02/2017,63.58000183,64.63999939,,64.75,64.5044215945105,64.5044215945105,64.55365070943607,64.91520701195428
02/02/2017,63.16999817,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275
03/02/2017,63.68000031,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031,64.93000031
06/02/2017,63.63999939,64.20999908,,64.93000031,64.53881984977045,64.53881984977045,64.68795369635684,65.01827188912746
07/02/2017,63.43000031,65.02999878,65.02999878,65.02999878,65.02999878,65.02999878,65.02999878,65.02999878
08/02/2017,63.34000015,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275,64.87000275
09/02/2017,64.05999756,64.98000336,,64.87000275,64.57044915094194,64.57044915094194,64.80123434986632,64.99002803844004
10/02/2017,64.0,65.09999847,65.09999847,65.09999847,65.09999847,65.09999847,65.09999847,65.09999847
13/02/2017,64.72000122,65.29000092,65.29000092,65.29000092,65.29000092,65.29000092,65.29000092,65.29000092
14/02/2017,64.56999969,65.47000122,,65.29000092,64.6135216022563,64.6135216022563,64.95420645733832,65.15382832222562
15/02/2017,64.52999878,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908,65.70999908
16/02/2017,64.51999664,65.86000061,65.86000061,65.86000061,65.86000061,65.86000061,65.86000061,65.86000061
17/02/2017,64.62000275,65.55000305,,65.86000061,64.68673899242778,64.69752174458964,65.22856589335068,65.61687260111542
21/02/2017,64.48999786,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336
22/02/2017,64.36000061,65.55999756,65.55999756,65.55999756,65.55999756,65.55999756,65.55999756,65.55999756
23/02/2017,64.62000275,65.73000336,,65.55999756,64.74149679057476,64.78460596074264,65.4650168377404,65.75778480397041
24/02/2017,64.62000275,65.68000031,65.68000031,65.68000031,65.68000031,65.68000031,65.68000031,65.68000031
27/02/2017,64.23000336,65.52999878,65.52999878,65.52999878,65.52999878,65.52999878,65.52999878,65.52999878
28/02/2017,63.97999954,65.48000336,,65.52999878,64.78694430396556,64.8732593147674,65.64723565289675,65.70391364135284
01/03/2017,64.94000244,65.23000336,65.23000336,65.23000336,65.23000336,65.23000336,65.23000336,65.23000336
02/03/2017,64.01000214,64.94999695,64.94999695,64.94999695,64.94999695,64.94999695,64.94999695,64.94999695
03/03/2017,64.25,65.48000336,,64.94999695,64.80172751621113,64.92770116613464,65.66176068176017,65.2734378415897
06/03/2017,64.26999664,65.38999939,65.38999939,65.38999939,65.38999939,65.38999939,65.38999939,65.38999939
07/03/2017,64.40000153,65.04000092,65.04000092,65.04000092,65.04000092,65.04000092,65.04000092,65.04000092
08/03/2017,64.98999786,65.5,,65.04000092,64.82051263615607,65.00159430629746,65.63778586960844,64.99755223347138
09/03/2017,64.73000336,66.40000153,66.40000153,66.40000153,66.40000153,66.40000153,66.40000153,66.40000153
10/03/2017,64.93000031,67.52999878,67.52999878,67.52999878,67.52999878,67.52999878,67.52999878,67.52999878
