name,ttm,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
MarketCap,"244,924,945,208","233,305,040,891","227,143,818,441","235,921,680,000","212,142,890,000","191,900,600,000","190,009,500,000","236,898,000,000","233,220,960,000","217,683,000,000","199,998,480,000","202,089,800,000","196,584,640,000","186,536,580,000","184,968,370,000","195,479,416,458","191,832,620,000","191,419,800,000","181,346,120,000","178,815,297,387","182,526,160,000","196,106,588,113","200,810,700,067","185,759,040,000","174,522,146,678","170,991,833,207","177,142,384,540","184,332,520,000","186,637,500,000","185,748,600,000","169,794,720,000","181,846,620,000","167,278,080,000","177,847,740,000","179,877,120,000","162,001,250,000","170,153,980,000","176,005,690,000","167,040,570,000","158,918,117,383","153,428,760,000","154,043,933,690","152,258,821,306","150,744,840,000","135,149,741,052","115,629,377,024","126,781,816,590","131,271,000,000","124,446,617,034","111,096,754,451","101,729,226,219","104,734,645,035","122,232,012,230","120,073,800,000","141,218,400,000","142,255,660,000","132,640,760,000","120,888,410,000","110,688,000,000","111,843,500,000","104,640,560,000","100,752,840,000","98,687,590,000","95,494,390,000","102,682,742,071","99,670,474,187","100,381,888,325","100,324,857,929","96,768,021,295","122,451,581,249","122,393,672,441","123,907,738,038","105,311,548,660","114,677,448,757","99,714,077,040","108,327,725,366","118,936,717,165","139,048,480,032","130,263,599,383","117,225,618,279","116,511,608,597","111,937,032,585","112,313,687,313","151,416,390,619","136,676,519,224","142,245,789,363","116,119,362,407","143,969,302,000","119,167,994,750","154,310,437,500","151,430,598,875","165,189,639,000","141,271,192,125","210,933,544,500","191,330,712,880","164,761,306,752","150,878,742,000","172,988,788,500","138,226,996,000","130,562,256,625","126,625,890,875","122,196,592,000","103,399,848,750","92,983,200,750","86,607,834,000","80,456,133,750","71,530,770,816","65,710,549,500","62,616,697,875","52,402,350,000","52,594,100,000","57,898,840,125","54,884,228,750","55,947,214,000","55,628,608,750","54,721,035,625","53,144,910,000","52,591,760,000","53,960,559,000","53,324,520,000","42,901,336,500","36,319,917,250","36,180,599,875","31,073,113,500","26,368,896,500","29,580,064,568","25,192,006,056","26,034,543,556","22,868,105,000","19,500,238,055","17,945,583,812","15,832,671,998","15,705,124,838","14,410,305,000","14,129,850,761","14,196,295,913","18,236,531,271","16,820,911,000","17,701,882,019","14,534,319,254","13,107,094,009","16,183,985,814","13,786,893,026","10,877,742,673","9,157,675,812"
EnterpriseValue,"273,890,945,208","265,699,040,891","259,022,818,441","267,660,680,000","244,659,890,000","224,627,600,000","221,597,500,000","267,715,000,000","261,319,960,000","251,270,000,000","227,589,480,000","228,079,800,000","224,031,640,000","214,110,580,000","211,978,370,000","217,222,416,458","214,246,620,000","213,663,800,000","204,854,120,000","200,470,297,387","206,499,160,000","220,729,588,113","225,123,700,067","209,171,040,000","197,889,146,678","193,452,833,207","197,212,384,540","202,428,520,000","205,271,500,000","204,756,600,000","186,605,720,000","197,594,620,000","183,751,080,000","194,537,740,000","195,936,120,000","178,060,250,000","185,669,980,000","191,341,690,000","181,573,570,000","171,609,117,383","166,119,760,000","166,211,933,690","166,061,821,306","162,824,840,000","135,277,741,052","117,172,377,024","129,622,816,590","133,917,000,000","126,535,617,034","114,599,754,451","106,829,226,219","109,067,645,035","125,672,012,230","124,373,800,000","145,472,400,000","147,276,660,000","137,786,760,000","123,545,410,000","112,680,000,000","112,660,500,000","105,438,560,000","101,550,840,000","99,852,590,000","94,632,390,000","101,820,742,071","99,492,474,187","100,358,888,325","100,734,857,929","97,766,021,295","123,822,581,249","124,428,672,441","125,848,738,038","107,012,548,660","116,953,448,757","102,667,077,040","111,338,725,366","121,701,717,165","142,529,480,032","133,447,599,383","120,409,618,279","119,293,608,597","115,363,032,585","116,072,687,313","155,060,390,619","141,209,519,224","146,778,789,363","120,800,362,407","148,384,302,000","123,856,994,750","158,153,437,500","155,329,598,875","168,531,639,000","144,065,192,125","213,437,544,500","193,795,712,880","166,899,306,752","151,814,742,000","174,521,788,500","140,079,996,000","133,642,256,625","128,730,890,875","124,904,592,000","106,296,848,750","95,228,200,750","89,004,834,000","82,853,133,750","73,701,770,816","67,234,549,500","64,140,697,875","54,653,350,000","54,960,100,000","60,000,840,125","56,955,228,750","58,500,214,000","57,969,608,750","56,972,835,625","54,744,710,000","54,227,060,000","55,390,659,000","54,553,820,000","43,978,236,500","37,743,217,250","37,362,799,875","32,255,313,500","26,186,196,500","29,266,864,568","26,376,906,056","25,577,243,556","22,716,305,000","19,348,438,055","18,001,883,812","17,066,771,998","16,939,224,838","15,644,405,000","15,363,950,761","15,430,395,913","19,085,131,271","17,669,511,000","18,550,482,019","15,382,919,254","13,557,194,009","16,634,085,814","14,236,993,026","11,327,842,673","9,738,075,812"
PeRatio,"30.342","32.401","29.447","28.415","23.288","19.259","21.377","29.441","31.836","31.049","29.847","64.863","88.827","141.484","160.852","44.115","47.379","31.585","28.483","25.127","24.322","27.307","27.778","27.363","23.462","24.673","25.344","23.456","22.813","22.652","20.347","21.404","19.937","21","20.528","18.401","20.069","20.795","20.057","12.862","12.419","12.531","12.782","12.998","18.006","15.761","18.092","19.454","19.889","17.708","18.086","18.181","20.496","21.045","22.798","23.879","25.542","23.457","22.222","21.54","20.685","19.917","20.033","18.576","19.903","20.668","21.26","20.82","21.303","25.367","26.614","28.672","24.409","28.248","24.988","27.4","28.548","35.669","32.781","29.469","35.226","36","51.318","80.182","84.808","88.366","71.118","59.439","38.911","48.828","44.475","47.183","37.997","55.161","48.703","40.663","37.423","43.594","36.921","37.589","38.109","40.329","34.916","32.283","31.364","28.977","27.104","27.394","25.864","22.823","23.897","26.883","29.754","31.159","32.788","33.77","29.348","29.851","32.44","33.438","27.802","26.716","27.125","23.25","17.026","19.81","17.303","22.991","21.474","18.069","17.795","15.938","15.625","14.338","14.942","15.373","17.277","16.856","17.871","15.222","16.938","21.799","19.075","15.996","13.853"
ForwardPeRatio,"25.126","24.631","24.272","25.126","22.624","23.202","20.243","24.57","23.923","24.272","22.321",,"20.661","20.877","20.661","22.936","22.624","23.753","22.676","20.747","20.921","23.256","22.173","20.534","18.692","18.282","18.832","20.492","19.048","18.587","16.695","17.953","16.287","17.007","16.667","16.26","17.007","17.182","16.502","16.892","15.773","15.748","15.528","17.065",,,,,,"14.389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.827","2.875","2.823","4.749","4.125","3.864","3.003","4.148","4.381","4.261","3.343",,"2.679","2.692","2.705","4.083","4","4.436","5.674","5.183","4.228","4.468","4.381","4.431","3.067","2.99","3.183","3.729","2.589","2.363","2.521","2.708","1.943","2.219","1.761","1.884","2.496","2.458","2.074","1.891","1.973","1.967","1.827","1.685",,,,,,"3.012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"6.747","6.999","6.902","7.08","6.216","5.191","5.122","7.108","7.135","6.788","6.324","6.304","6.004","5.582","5.303","5.327","5.029","4.799","4.427","4.275","4.293","4.542","4.613","4.201","3.886","3.775","3.923","4.08","4.13","4.102","3.72","3.957","3.622","3.822","3.861","3.461","3.684","3.839","3.694","3.549","3.427","3.726","4.063","4.369","4.248","3.682","4.09","4.284","4.076","3.598","3.224","3.311","3.853","3.874","4.724","4.957","5.112","4.9","4.683","4.802","4.547","4.378","4.313","4.215","4.516","4.468","4.554","4.605","4.464","5.643","5.712","5.937","5.135","5.684","5.023","5.564","5.527","7.072","6.492","5.836","5.694","5.421","5.49","7.416","6.823","7.109","5.896","7.315","6.168","8.184","8.143","8.889","7.529","11.123","10.133","8.889","8.234","9.612","7.541","7.085","6.915","6.731","5.814","5.338","5.117","4.727","4.351","4.319","4.078","3.634","3.761","4.191","4.066","4.185","4.27","4.299","4.315","4.301","4.595","4.674","3.846","3.56","3.614","3.097","2.274","2.595","2.302","3.016","2.704","2.276","2.123","1.929","1.892","1.76","1.771","1.839","2.332","2.017","2.087","1.641","1.551","2.001","1.749","1.34","1.182"
PbRatio,"11.008","11.46","11.77","12.68","12.134","10.568","10.011","12.66","12.828","12.274","11.778","11.065","10.729","9.512","10.835","8.834","8.719","8.368","7.863","6.818","6.852","7.871","7.858","7.131","6.141","5.93","5.842","5.514","5.478","5.688","5.118","5.659","5.191","5.476","5.486","4.941","5.273","5.363","5.28","4.768","4.62","4.383","4.717","4.862","4.843","4.531","5.097","5.293","5.195","4.814","4.912","5.116","5.148","5.18","6.131","6.542","6.991","7.024","6.542","6.214","6.111","5.884","6.015","5.778","6.213","6.099","6.08","6.296","6.471","8.162","8.348","8.794","7.786","8.473","8.217","9.18","10.243","13.207","11.461","10.314","11.196","11.194","12.056","15.375","14.882","15.488","13.044","15.134","12.586","17.008","17.841","19.658","17.971","26.416","25.047","22.536","20.722","23.815","21.004","21.209","20.309","22.057","19.177","17.654","16.35","15.189","13.933","11.724","11.172","10.046","10.921","12.631","12.213","13.139","14.041","14.073","11.564","12.115","13.15","12.049","10.162","9.537","9.586","8.233","7.983","9.694","7.908","9.249","7.945","6.775","6.106","4.911","4.872","4.47","4.383","4.404","5.188","4.785","5.036","4.135","4.4","5.433","4.628","3.651","3.296"
EnterprisesValueRevenueRatio,"7.522","26.232","28.716","31.084","28.278","31.416","25.764","29.523","27.487","25.135","28.378","32.315","27.172","23.985","27.797","28.917","23.601","22.023","22.467","21.306","19.421","19.129","21.895","20.917","17.318","15.914","18.412","18.619","17.14","16.284","17.644","17.898","15.274","15.259","17.756","15.544","15.046","14.623","16.304","15.544","13.563","13.05","15.79","15.516","16.055","13.508","17.226","17.832","15.73","13.862","14.902","15.306","14.973","13.749","19.714","20.09","17.918","15.976","18.463","18.992","16.337","15.681","19.107","17.048","16.866","15.767","19.058","19.162","17.267","20.758","24.503","24.234","18.9","20.551","22.825","23.22","22.868","26.552","32.716","24.459","22.104","21.795","25.915","31.626","25.475","26.113","27.511","30.894","23.842","29.402","35.079","37.804","30.349","41.436","43.481","35.503","30.645","34.389","33.852","30.079","27.648","23.778","25.345","21.977","18.183","16.785","19.123","16.738","14.378","12.587","16.396","17.789","15.694","15.004","18.969","17.562","15.608","15.274","19.983","18.949","13.864","12.418","15.06","12.619","9.376","10.684","12.278","11.373","9.866","7.965","9.068","8.421","7.959","6.762","8.22","7.747","9.474","8.396","11.985","7.138","5.351","7.409","8.207","5.848","4.482"
EnterprisesValueEBITDARatio,"18.693","55.574","72.535","86.314","76.48","78.761","62.072","87.632","70.915","69.565","86.241","174.373","67.745","62.844","90.861","146.673","98.323","67.701","101.063","163.382","101.724","44.992","90.302","94.733","84.388","38.869","67.981","118.103","62.526","51.382","66.597","67.902","46.32","47.206","67.124","59.652","50.181","45.096","55.697","60.298","47.395","38.218","53.396","22.499","43.596","33.288","50.654","56.386","44.367","36.648","48.937","76.7","50.41","41.334","66.7","77.719","65.364","48.563","60.321","75.917","55.64","44.874","64.049","62.34","59.233","45.327","63.318","62.568","74.802","61.603","74.777","95.34","64.388","64.437","80.586","91.637","69.703","76.835","92.16","81.358","79.688","67.385","79.176","149.097","96.985","97.14","264.333","278.918","94.692","98.538","116.877","151.694","103.793","127.122","135.143","123.721","109.062","108.669","109.437","114.714","222.333","82.993","92.836","89.332","79.186","60.609","74.522","68.189","58.416","46.633","63.685","81.745","56.559","56.035","75.777","86.809","63.657","58.751","84.851","108.435","61.005","49.35","63.145","65.268","45.764","46.053","52.817","59.413","45.018","35.613","41.719","-3.621","7.959","6.762","8.22","-3.583","9.474","8.396","11.985","-2.865","5.351","7.409","8.207","-2.302","4.482"
