Date,Close,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,EnterprisesValueEBITDARatio,EnterpriseValue_forwardfill,EnterpriseValue_globalmean,EnterpriseValue_meanlast260,EnterpriseValue_linearfit260,EnterpriseValue_cubicfit260,PeRatio_forwardfill,PeRatio_globalmean,PeRatio_meanlast260,PeRatio_linearfit260,PeRatio_cubicfit260,ForwardPeRatio_forwardfill,ForwardPeRatio_globalmean,ForwardPeRatio_meanlast260,ForwardPeRatio_linearfit260,ForwardPeRatio_cubicfit260,PegRatio_forwardfill,PegRatio_globalmean,PegRatio_meanlast260,PegRatio_linearfit260,PegRatio_cubicfit260,EnterprisesValueEBITDARatio_forwardfill,EnterprisesValueEBITDARatio_globalmean,EnterprisesValueEBITDARatio_meanlast260,EnterprisesValueEBITDARatio_linearfit260,EnterprisesValueEBITDARatio_cubicfit260,missing-1or1,time_lag
2017-04-17,43.06999969,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,10
2017-04-18,43.47999954,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,11
2017-04-19,43.22999954,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,12
2017-04-20,43.09000015,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,13
2017-04-21,43.06999969,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,14
2017-04-24,43.27999878,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,15
2017-04-25,43.11000061,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,16
2017-04-26,43.24000168,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,17
2017-04-27,43.00999832,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,18
2017-04-28,43.15000153,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,19
2017-05-01,43.22000122,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,20
2017-05-02,43.38999939,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,21
2017-05-03,43.31999969,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,22
2017-05-04,43.65999985,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,23
2017-05-05,43.68999863,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,24
2017-05-08,43.88999939,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,25
2017-05-09,43.50999832,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,26
2017-05-10,43.56999969,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,27
2017-05-11,43.66999817,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,28
2017-05-12,43.59000015,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,29
2017-05-15,43.72999954,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,30
2017-05-16,43.84999847,,,,,,204854120000.0,204854120000.0,204854120000.0,204854120000.0,204854120000.0,28.483,28.483,28.483,28.483,28.483,22.676,22.676,22.676,22.676,22.676,5.674,5.674,5.674,5.674,5.674,101.063,101.063,101.063,101.063,101.063,-1,31
