Date,Close,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,EnterprisesValueEBITDARatio,EnterpriseValue_forwardfill,EnterpriseValue_globalmean,EnterpriseValue_meanlast260,EnterpriseValue_linearfit260,EnterpriseValue_cubicfit260,PeRatio_forwardfill,PeRatio_globalmean,PeRatio_meanlast260,PeRatio_linearfit260,PeRatio_cubicfit260,ForwardPeRatio_forwardfill,ForwardPeRatio_globalmean,ForwardPeRatio_meanlast260,ForwardPeRatio_linearfit260,ForwardPeRatio_cubicfit260,PegRatio_forwardfill,PegRatio_globalmean,PegRatio_meanlast260,PegRatio_linearfit260,PegRatio_cubicfit260,EnterprisesValueEBITDARatio_forwardfill,EnterprisesValueEBITDARatio_globalmean,EnterprisesValueEBITDARatio_meanlast260,EnterprisesValueEBITDARatio_linearfit260,EnterprisesValueEBITDARatio_cubicfit260,missing-1or1,time_lag
2017-04-24,67.52999878,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,15
2017-04-25,67.91999817,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,16
2017-04-26,67.83000183,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,17
2017-04-27,68.26999664,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,18
2017-04-28,68.45999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,19
2017-05-01,69.41000366,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,20
2017-05-02,69.30000305,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,21
2017-05-03,69.08000183,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,22
2017-05-04,68.80999756,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,23
2017-05-05,69.0,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,24
2017-05-08,68.94000244,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,25
2017-05-09,69.04000092,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,26
2017-05-10,69.30999756,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,27
2017-05-11,68.45999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,28
2017-05-12,68.37999725,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,29
2017-05-15,68.43000031,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,30
2017-05-16,69.41000366,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,31
2017-05-17,67.48000336,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,32
2017-05-18,67.70999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,33
2017-05-19,67.69000244,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,34
2017-05-22,68.44999695,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,35
2017-05-23,68.68000031,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,36
2017-05-24,68.76999664,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,37
2017-05-25,69.62000275,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,38
2017-05-26,69.95999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,39
2017-05-30,70.41000366,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,40
2017-05-31,69.83999634,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,41
2017-06-01,70.09999847,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,42
2017-06-02,71.76000214,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,43
2017-06-05,72.27999878,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,44
2017-06-06,72.51999664,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,45
2017-06-07,72.38999939,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,46
2017-06-08,71.94999695,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,47
2017-06-09,70.31999969,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,48
2017-06-12,69.77999878,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,49
2017-06-13,70.65000153,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,50
2017-06-14,70.26999664,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,51
2017-06-15,69.90000153,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,52
2017-06-16,70.0,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,53
2017-06-19,70.87000275,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,54
2017-06-20,69.91000366,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,55
2017-06-21,70.26999664,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,56
2017-06-22,70.26000214,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,57
2017-06-23,71.20999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,58
2017-06-26,70.52999878,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,59
2017-06-27,69.20999908,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,60
2017-06-28,69.80000305,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,61
2017-06-29,68.48999786,,,,,,470825780000.0,470825780000.0,470825780000.0,470825780000.0,470825780000.0,30.92,30.92,30.92,30.92,30.92,20.121,20.121,20.121,20.121,20.121,2.267,2.267,2.267,2.267,2.267,52.442,52.442,52.442,52.442,52.442,-1,62
2017-06-30,68.93000031,489302440000.0,30.366,20.325,1.904,57.275,489302440000.0,489302440000.0,489302440000.0,489302440000.0,489302440000.0,30.366,30.366,30.366,30.366,30.366,20.325,20.325,20.325,20.325,20.325,1.904,1.904,1.904,1.904,1.904,57.275,57.275,57.275,57.275,57.275,1,0
2017-07-03,68.16999817,,,,,,489302440000.0,480064110000.0,480064110000.0,489595720317.46,489595720317.46,30.366,30.643,30.643,30.357206349206333,30.357206349206333,20.325,20.223,20.223,20.328238095238085,20.328238095238085,1.904,2.0854999999999997,2.0854999999999997,1.8982380952380944,1.8982380952380944,57.275,54.8585,54.8585,57.351714285714266,57.351714285714266,-1,1
2017-07-05,69.08000183,,,,,,489302440000.0,480064110000.0,480064110000.0,489889000634.92035,489889000634.92035,30.366,30.643,30.643,30.348412698412684,30.348412698412684,20.325,20.223,20.223,20.33147619047618,20.33147619047618,1.904,2.0854999999999997,2.0854999999999997,1.8924761904761895,1.8924761904761895,57.275,54.8585,54.8585,57.42842857142855,57.42842857142855,-1,2
2017-07-06,68.56999969,,,,,,489302440000.0,480064110000.0,480064110000.0,490182280952.3806,490182280952.3806,30.366,30.643,30.643,30.33961904761903,30.33961904761903,20.325,20.223,20.223,20.334714285714277,20.334714285714277,1.904,2.0854999999999997,2.0854999999999997,1.8867142857142847,1.8867142857142847,57.275,54.8585,54.8585,57.505142857142836,57.505142857142836,-1,3
2017-07-07,69.45999908,,,,,,489302440000.0,480064110000.0,480064110000.0,490475561269.84094,490475561269.84094,30.366,30.643,30.643,30.330825396825382,30.330825396825382,20.325,20.223,20.223,20.33795238095237,20.33795238095237,1.904,2.0854999999999997,2.0854999999999997,1.88095238095238,1.88095238095238,57.275,54.8585,54.8585,57.58185714285712,57.58185714285712,-1,4
2017-07-10,69.98000336,,,,,,489302440000.0,480064110000.0,480064110000.0,490768841587.3013,490768841587.3013,30.366,30.643,30.643,30.32203174603173,30.32203174603173,20.325,20.223,20.223,20.341190476190466,20.341190476190466,1.904,2.0854999999999997,2.0854999999999997,1.8751904761904752,1.8751904761904752,57.275,54.8585,54.8585,57.658571428571406,57.658571428571406,-1,5
2017-07-11,69.98999786,,,,,,489302440000.0,480064110000.0,480064110000.0,491062121904.7616,491062121904.7616,30.366,30.643,30.643,30.31323809523808,30.31323809523808,20.325,20.223,20.223,20.344428571428562,20.344428571428562,1.904,2.0854999999999997,2.0854999999999997,1.8694285714285706,1.8694285714285706,57.275,54.8585,54.8585,57.73528571428569,57.73528571428569,-1,6
2017-07-12,71.15000153,,,,,,489302440000.0,480064110000.0,480064110000.0,491355402222.2219,491355402222.2219,30.366,30.643,30.643,30.304444444444428,30.304444444444428,20.325,20.223,20.223,20.347666666666658,20.347666666666658,1.904,2.0854999999999997,2.0854999999999997,1.8636666666666657,1.8636666666666657,57.275,54.8585,54.8585,57.811999999999976,57.811999999999976,-1,7
2017-07-13,71.76999664,,,,,,489302440000.0,480064110000.0,480064110000.0,491648682539.68225,491648682539.68225,30.366,30.643,30.643,30.29565079365078,30.29565079365078,20.325,20.223,20.223,20.35090476190475,20.35090476190475,1.904,2.0854999999999997,2.0854999999999997,1.857904761904761,1.857904761904761,57.275,54.8585,54.8585,57.88871428571426,57.88871428571426,-1,8
2017-07-14,72.77999878,,,,,,489302440000.0,480064110000.0,480064110000.0,491941962857.1425,491941962857.1425,30.366,30.643,30.643,30.286857142857126,30.286857142857126,20.325,20.223,20.223,20.354142857142847,20.354142857142847,1.904,2.0854999999999997,2.0854999999999997,1.8521428571428562,1.8521428571428562,57.275,54.8585,54.8585,57.965428571428546,57.965428571428546,-1,9
2017-07-17,73.34999847,,,,,,489302440000.0,480064110000.0,480064110000.0,492235243174.60284,492235243174.60284,30.366,30.643,30.643,30.278063492063477,30.278063492063477,20.325,20.223,20.223,20.357380952380943,20.357380952380943,1.904,2.0854999999999997,2.0854999999999997,1.8463809523809513,1.8463809523809513,57.275,54.8585,54.8585,58.042142857142835,58.042142857142835,-1,10
2017-07-18,73.30000305,,,,,,489302440000.0,480064110000.0,480064110000.0,492528523492.0632,492528523492.0632,30.366,30.643,30.643,30.269269841269825,30.269269841269825,20.325,20.223,20.223,20.360619047619036,20.360619047619036,1.904,2.0854999999999997,2.0854999999999997,1.8406190476190467,1.8406190476190467,57.275,54.8585,54.8585,58.11885714285712,58.11885714285712,-1,11
2017-07-19,73.86000061,,,,,,489302440000.0,480064110000.0,480064110000.0,492821803809.5235,492821803809.5235,30.366,30.643,30.643,30.260476190476176,30.260476190476176,20.325,20.223,20.223,20.363857142857132,20.363857142857132,1.904,2.0854999999999997,2.0854999999999997,1.8348571428571419,1.8348571428571419,57.275,54.8585,54.8585,58.195571428571405,58.195571428571405,-1,12
2017-07-20,74.22000122,,,,,,489302440000.0,480064110000.0,480064110000.0,493115084126.9838,493115084126.9838,30.366,30.643,30.643,30.251682539682523,30.251682539682523,20.325,20.223,20.223,20.367095238095228,20.367095238095228,1.904,2.0854999999999997,2.0854999999999997,1.8290952380952372,1.8290952380952372,57.275,54.8585,54.8585,58.27228571428569,58.27228571428569,-1,13
2017-07-21,73.79000092,,,,,,489302440000.0,480064110000.0,480064110000.0,493408364444.44415,493408364444.44415,30.366,30.643,30.643,30.24288888888887,30.24288888888887,20.325,20.223,20.223,20.370333333333324,20.370333333333324,1.904,2.0854999999999997,2.0854999999999997,1.8233333333333324,1.8233333333333324,57.275,54.8585,54.8585,58.348999999999975,58.348999999999975,-1,14
2017-07-24,73.59999847,,,,,,489302440000.0,480064110000.0,480064110000.0,493701644761.9044,493701644761.9044,30.366,30.643,30.643,30.23409523809522,30.23409523809522,20.325,20.223,20.223,20.373571428571417,20.373571428571417,1.904,2.0854999999999997,2.0854999999999997,1.8175714285714277,1.8175714285714277,57.275,54.8585,54.8585,58.42571428571426,58.42571428571426,-1,15
2017-07-25,74.19000244,,,,,,489302440000.0,480064110000.0,480064110000.0,493994925079.36475,493994925079.36475,30.366,30.643,30.643,30.22530158730157,30.22530158730157,20.325,20.223,20.223,20.376809523809513,20.376809523809513,1.904,2.0854999999999997,2.0854999999999997,1.8118095238095229,1.8118095238095229,57.275,54.8585,54.8585,58.502428571428545,58.502428571428545,-1,16
2017-07-26,74.05000305,,,,,,489302440000.0,480064110000.0,480064110000.0,494288205396.8251,494288205396.8251,30.366,30.643,30.643,30.21650793650792,30.21650793650792,20.325,20.223,20.223,20.38004761904761,20.38004761904761,1.904,2.0854999999999997,2.0854999999999997,1.806047619047618,1.806047619047618,57.275,54.8585,54.8585,58.57914285714283,58.57914285714283,-1,17
2017-07-27,73.16000366,,,,,,489302440000.0,480064110000.0,480064110000.0,494581485714.2854,494581485714.2854,30.366,30.643,30.643,30.207714285714268,30.207714285714268,20.325,20.223,20.223,20.383285714285705,20.383285714285705,1.904,2.0854999999999997,2.0854999999999997,1.8002857142857134,1.8002857142857134,57.275,54.8585,54.8585,58.655857142857116,58.655857142857116,-1,18
2017-07-28,73.04000092,,,,,,489302440000.0,480064110000.0,480064110000.0,494874766031.7457,494874766031.7457,30.366,30.643,30.643,30.19892063492062,30.19892063492062,20.325,20.223,20.223,20.386523809523798,20.386523809523798,1.904,2.0854999999999997,2.0854999999999997,1.7945238095238085,1.7945238095238085,57.275,54.8585,54.8585,58.732571428571404,58.732571428571404,-1,19
2017-07-31,72.69999695,,,,,,489302440000.0,480064110000.0,480064110000.0,495168046349.20605,495168046349.20605,30.366,30.643,30.643,30.190126984126966,30.190126984126966,20.325,20.223,20.223,20.389761904761894,20.389761904761894,1.904,2.0854999999999997,2.0854999999999997,1.7887619047619039,1.7887619047619039,57.275,54.8585,54.8585,58.809285714285686,58.809285714285686,-1,20
2017-08-01,72.58000183,,,,,,489302440000.0,480064110000.0,480064110000.0,495461326666.6663,495461326666.6663,30.366,30.643,30.643,30.181333333333317,30.181333333333317,20.325,20.223,20.223,20.39299999999999,20.39299999999999,1.904,2.0854999999999997,2.0854999999999997,1.782999999999999,1.782999999999999,57.275,54.8585,54.8585,58.885999999999974,58.885999999999974,-1,21
2017-08-02,72.26000214,,,,,,489302440000.0,480064110000.0,480064110000.0,495754606984.12665,495754606984.12665,30.366,30.643,30.643,30.172539682539664,30.172539682539664,20.325,20.223,20.223,20.396238095238083,20.396238095238083,1.904,2.0854999999999997,2.0854999999999997,1.7772380952380944,1.7772380952380944,57.275,54.8585,54.8585,58.962714285714256,58.962714285714256,-1,22
