Close_ahead30,Close_ahead30_missing90,Close_ahead30_missing90_cubicfit30
33.87749863,33.87749863,33.87749863
33.83750153,34.0,34.0
33.93000031,,34.122501369999966
34.17499924,,34.24500273999996
34.27750015,,34.36750410999995
34.13249969,,34.49000547999994
34.16500092,,34.61250684999993
34.23249817,,34.735008219999926
34.24750137,,34.857509589999914
34.94749832,,34.9800109599999
34.74000168,34.74000168,34.74000168
34.94499969,,34.826650348351656
34.83499908,,34.911307199945064
34.88000107,,34.99596405153847
34.75,,35.08062090313188
34.66999817,,35.16527775472529
34.78499985,,35.249934606318696
34.79999924,,35.334591457912104
34.74750137,,35.41924830950551
35.11500168,,35.50390516109892
35.17250061,35.17250061,35.17250061
34.99750137,,35.310212271332695
35.36500168,,35.37532261407478
34.95999908,,35.44043295681688
35.35499954,,35.505543299558965
35.22999954,,35.57065364230105
35.15999985,,35.63576398504314
35.22000122,,35.700874327785236
35.95000076,,35.765984670527324
36.02999878,,35.83109501326941
35.98249817,35.98249817,35.98249817
35.91500092,,36.00845626282526
35.92499924,,36.04383138066667
36.19250107,,36.10595620516666
36.00500107,,36.168081029666666
35.91500092,,36.23020585416666
35.83499908,,36.292330678666666
35.79249954,,36.35445550316666
35.40750122,,36.416580327666665
35.45000076,,36.47870515216667
35.26250076,35.26250076,35.26250076
35.45750046,,35.521999929166675
35.29999924,,35.526499936666674
35.16999817,,35.53099994416668
35.61000061,,35.53549995166668
35.56750107,,35.53999995916668
35.90999985,,35.54449996666668
36.13249969,,35.548999974166684
35.91999817,,35.55349998166668
35.94749832,,35.55799998916668
35.91249847,35.91249847,35.91249847
36.64500046,,35.680665964999996
36.87749863,,35.67716597999999
36.76499939,,35.67366599499999
36.63249969,,35.670166009999996
37.24000168,,35.66666602499999
38.25249863,,35.66316603999999
38.49750137,,35.659666054999995
38.31499863,,35.65616606999999
38.48749924,,35.65266608499999
39.02500153,39.02500153,39.02500153
38.92499924,,38.80270901016665
38.86750031,,38.990834048666656
37.5625,,39.17895908716665
38.13499832,,39.36708412566666
38.26499939,,39.555209164166655
38.49750137,,39.74333420266666
38.45000076,,39.93145924116666
38.33499908,,40.119584279666654
38.46749878,,40.30770931816666
38.40250015,38.40250015,38.40250015
38.41749954,,39.14950097399999
38.18999863,,39.27400105799999
38.29499817,,39.398501141999986
38.86249924,,39.52300122599999
38.48249817,,39.64750130999999
38.61249924,,39.77200139399999
38.84249878,,39.89650147799999
38.74750137,,40.021001561999995
37.24499893,,40.14550164599999
36.35499954,36.35499954,36.35499954
36.64749908,,36.458999312166675
36.29000092,,36.32549921266668
36.07249832,,36.19199911316667
35.56750107,,36.058499013666676
36.58499908,,35.92499891416668
36.25249863,,35.79149881466668
36.46749878,,35.65799871516668
36.40750122,,35.52449861566668
36.56999969,,35.390998516166675
36.45500183,36.45500183,36.45500183
35.93249893,,35.99970976399999
36.45750046,,35.90233484799999
35.91999817,,35.80495993199999
36.00500107,,35.70758501599999
35.875,,35.61021009999999
36.02249908,,35.51283518399999
35.68249893,,35.41546026799999
36.04499817,,35.31808535199999
36.26499939,,35.22071043599999
36.38249969,36.38249969,36.38249969
36.43500137,,36.41262543583333
36.94250107,,36.41400044333333
37.25999832,,36.415375450833324
37.38999939,,36.416750458333325
37.52000046,,36.41812546583333
37.75500107,,36.41950047333333
37.58499908,,36.420875480833324
37.56750107,,36.422250488333326
38.02249908,,36.42362549583333
38.18500137,38.18500137,38.18500137
38.36500168,,37.95900071033334
37.63999939,,38.04550068733334
37.375,,38.13200066433334
37.18249893,,38.218500641333335
37.51250076,,38.30500061833334
39.28499985,,38.39150059533334
38.89250183,,38.47800057233334
39.09749985,,38.56450054933334
39.70249939,,38.65100052633334
40.02000046,40.02000046,40.02000046
40.26499939,,40.19645926349999
38.83000183,,40.378334301999985
39.36999893,,40.56020934049999
39.96250153,,40.74208437899999
40.40000153,,40.92395941749999
40.23749924,,41.10583445599998
39.46500015,,41.287709494499985
39.375,,41.46958453299999
39.30250168,,41.651459571499984
39.94499969,39.94499969,39.94499969
39.99499893,,40.35133291600001
39.81750107,,40.43933283200001
39.96500015,,40.52733274800001
40.36750031,,40.615332664000015
40.72750092,,40.703332580000016
40.83750153,,40.79133249600001
41.0,,40.87933241200001
41.01250076,,40.96733232800001
40.52000046,,41.05533224400001
40.47750092,40.47750092,40.47750092
40.31499863,,40.39912560966666
