Close_ahead30,Close_ahead30_missing30
183.6300049,183.6300049
183.8899994,
188.6999969,188.6999969
184.4400024,184.4400024
184.7100067,
183.7100067,183.7100067
185.3500061,185.3500061
187.2299957,
187.2799988,187.2799988
184.4199982,184.4199982
178.5899963,
170.8899994,170.8899994
168.0700073,168.0700073
170.1699982,
158.1799927,158.1799927
162.0099945,162.0099945
172.7899933,
164.5099945,164.5099945
170.5500031,170.5500031
166.2700043,
161.5700073,161.5700073
150.6199951,150.6199951
160.9199982,
153.6300049,153.6300049
139.0599976,139.0599976
158.8300018,
135.4199982,135.4199982
146.5700073,146.5700073
140.3999939,
142.7100067,142.7100067
137.3500061,137.3500061
135.9799957,
148.3399963,148.3399963
146.9199982,146.9199982
156.1100006,
149.6999969,149.6999969
160.2299957,160.2299957
157.7100067,
152.1100006,152.1100006
155.2599945,155.2599945
153.8300018,
165.2700043,165.2700043
163.4900055,163.4900055
165.1300049,
165.1399994,165.1399994
165.5099945,165.5099945
173.6999969,
171.8800049,171.8800049
177.0399933,177.0399933
178.6000061,
175.0599976,175.0599976
167.8200073,167.8200073
173.5200043,
171.4199982,171.4199982
174.5500031,174.5500031
174.0500031,
169.8099976,169.8099976
177.4299927,177.4299927
179.2100067,
174.5700073,174.5700073
178.8399963,178.8399963
180.7599945,
182.5399933,182.5399933
183.6000061,183.6000061
184.6799927,
186.7400055,186.7400055
182.5099945,182.5099945
179.75,
180.5299988,180.5299988
183.1600037,183.1600037
184.9100037,
183.6300049,183.6300049
185.6600037,185.6600037
183.4299927,
183.5099945,183.5099945
181.5700073,181.5700073
181.8099976,
181.3999939,181.3999939
183.25,183.25
182.8300018,
184.9100037,184.9100037
185.3600006,185.3600006
182.9199982,
187.1999969,187.1999969
188.3600006,188.3600006
189.8000031,
196.8399963,196.8399963
186.2700043,186.2700043
187.7400055,
188.9400024,188.9400024
193.5700073,193.5700073
194.2400055,
196.3200073,196.3200073
195.1499939,195.1499939
200.5700073,
201.9100037,201.9100037
197.8399963,197.8399963
200.3399963,
196.3300018,196.3300018
198.4400024,198.4400024
203.5099945,
204.6999969,204.6999969
206.2599945,206.2599945
210.6999969,
208.25,208.25
212.8300018,212.8300018
214.3200073,
213.6699982,213.6699982
207.0700073,207.0700073
208.3500061,
208.0399933,208.0399933
203.9199982,203.9199982
202.8800049,
211.6000061,211.6000061
208.75,208.75
211.75,
202.5399933,202.5399933
201.3000031,201.3000031
203.8500061,
202.0200043,202.0200043
204.0599976,204.0599976
203.8999939,
205.0099945,205.0099945
216.5399933,216.5399933
213.2899933,
212.9400024,212.9400024
216.3500061,216.3500061
212.4799957,
208.25,208.25
203.3800049,203.3800049
209.1900024,
208.6999969,208.6999969
208.8999939,208.8999939
210.2799988,
211.4900055,211.4900055
209.6999969,209.6999969
214.5800018,
213.0200043,213.0200043
213.6900024,213.6900024
216.4700012,
221.1499939,221.1499939
226.5800018,226.5800018
228.9100037,
225.5299988,225.5299988
227.2700043,227.2700043
231.6499939,
217.3000031,217.3000031
214.25,214.25
202.6600037,
211.2899933,211.2899933
205.3699951,205.3699951
204.0299988,
205.4100037,205.4100037
208.7799988,208.7799988
205.0500031,
202.9100037,202.9100037
200.3899994,200.3899994
202.5399933,
207.4199982,207.4199982
200.5899963,200.5899963
203.1900024,
207.8200073,207.8200073
209.4400024,209.4400024
207.2599945,
210.3300018,210.3300018
212.4600067,212.4600067
206.1900024,
210.3800049,210.3800049
205.9100037,205.9100037
209.8300018,
210.5800018,210.5800018
215.8099976,215.8099976
221.3999939,
222.8600006,222.8600006
220.8600006,220.8600006
219.6600037,
219.6600037,219.6600037
214.2200012,214.2200012
214.6499939,
214.8000031,214.8000031
214.8899994,214.8899994
216.2299957,
210.0800018,210.0800018
213.25,213.25
202.6799927,
204.7200012,204.7200012
202.4700012,202.4700012
202.3300018,
206.4299927,206.4299927
216.3899994,216.3899994
223.2899933,
223.7200012,223.7200012
218.3899994,218.3899994
211.0099945,
216.5500031,216.5500031
215.4400024,215.4400024
216.5099945,
217.2299957,217.2299957
214.4600067,214.4600067
211.0800018,
212.4199982,212.4199982
210.3899994,210.3899994
210.1100006,
213.8600006,213.8600006
213.8699951,213.8699951
215.2299957,
214.0700073,214.0700073
216.2100067,216.2100067
215.3699951,
214.2400055,214.2400055
214.3600006,214.3600006
214.2899933,
216.0099945,216.0099945
211.8000031,211.8000031
210.5200043,
213.2599945,213.2599945
214.1999969,214.1999969
214.1300049,
219.2799988,219.2799988
219.4199982,219.4199982
218.5899963,
222.5899963,222.5899963
223.9400024,223.9400024
221.0200043,
222.75,222.75
224.9600067,224.9600067
224.1499939,
221.6799927,221.6799927
222.4199982,222.4199982
