Date,Close,Close_ahead30,Close_ahead30_missing30,Close_ahead30_missing30_forwardfill,Close_ahead30_missing30_globalmean,Close_ahead30_missing30_meanlast30,Close_ahead30_missing30_linearfit30,Close_ahead30_missing30_cubicfit30
03/01/2017,29.03750038,33.87749863,33.87749863,33.87749863,33.87749863,33.87749863,33.87749863,33.87749863
04/01/2017,29.00499916,33.83750153,33.83750153,33.83750153,33.83750153,33.83750153,33.83750153,33.83750153
05/01/2017,29.15250015,33.93000031,,33.83750153,33.857500079999994,33.857500079999994,33.79750443,33.69084549666672
06/01/2017,29.47750092,34.17499924,34.17499924,34.17499924,34.17499924,34.17499924,34.17499924,34.17499924
09/01/2017,29.74749947,34.27750015,34.27750015,34.27750015,34.27750015,34.27750015,34.27750015,34.27750015
10/01/2017,29.77750015,34.13249969,,34.27750015,34.004999925999996,34.004999925999996,34.334251021,34.385830672666536
11/01/2017,29.9375,34.16500092,34.16500092,34.16500092,34.16500092,34.16500092,34.16500092,34.16500092
12/01/2017,29.8125,34.23249817,34.23249817,34.23249817,34.23249817,34.23249817,34.23249817,34.23249817
13/01/2017,29.76000023,34.24750137,,34.23249817,34.05343733074999,34.05343733074999,34.39969610492859,33.72405452150606
17/01/2017,30.0,34.94749832,34.94749832,34.94749832,34.94749832,34.94749832,34.94749832,34.94749832
18/01/2017,29.99749947,34.74000168,34.74000168,34.74000168,34.74000168,34.74000168,34.74000168,34.74000168
19/01/2017,29.94499969,34.94499969,,34.74000168,34.197130543340904,34.197130543340904,34.82917234861818,35.196537568007656
20/01/2017,30.0,34.83499908,34.83499908,34.83499908,34.83499908,34.83499908,34.83499908,34.83499908
23/01/2017,30.02000046,34.88000107,34.88000107,34.88000107,34.88000107,34.88000107,34.88000107,34.88000107
24/01/2017,29.99250031,34.75,,34.88000107,34.29146904786363,34.29146904786363,35.05407782657777,35.10942898953575
25/01/2017,30.46999931,34.66999817,34.66999817,34.66999817,34.66999817,34.66999817,34.66999817,34.66999817
26/01/2017,30.48500061,34.78499985,34.78499985,34.78499985,34.78499985,34.78499985,34.78499985,34.78499985
27/01/2017,30.48749924,34.79999924,,34.78499985,34.342766690467904,34.342766690467904,35.11685793938205,34.60772502972936
30/01/2017,30.40749931,34.74750137,34.74750137,34.74750137,34.74750137,34.74750137,34.74750137,34.74750137
